PROJ_CODE,PROJ_NAME,PROJ_SHORT,PRI_P_COM,LOC_SITE,LATITUDE,LONGITUDE,TECT_UNIT,EST_COM,EST_COM_AB,EST_COM_P,RES_QTY,RES_QTY_U,RES_QTY_G,RES_QTY_GU,RES_CON,RES_CON_U,ARES_CON,ARES_CON_U,RV_QTY,RV_QTY_U,RV_QTY_G,RV_QTY_GU,RV_CON,RV_CON_U,ARV_CON,ARV_CON_U,POINT_SIZE,POINT_UNIT,PROJ_URL,EXTRACT_DA
J03467,Mt Bevan,Mt Bevan,Iron,S0225867,-29.086458,120.341269,Youanmi Terrane,Phosphorus,P,No,2338,million tonnes,0.06052096,percent,1414.98,kilotonne,,,,,,,,,,,1414.98,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/8492d996-2abf-4c7d-8430-2c7a40973111,19/10/2022
J03467,Mt Bevan,Mt Bevan,Iron,S0225867,-29.086458,120.341269,Youanmi Terrane,Silica,SiO2,No,1169,million tonnes,45.76526946,percent,534996,kilotonne,,,,,,,,,,,534996,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/8492d996-2abf-4c7d-8430-2c7a40973111,19/10/2022
J03467,Mt Bevan,Mt Bevan,Iron,S0225867,-29.086458,120.341269,Youanmi Terrane,Sulfur,S,No,1169,million tonnes,0.31865868,percent,3725.12,kilotonne,,,,,,,,,,,3725.12,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/8492d996-2abf-4c7d-8430-2c7a40973111,19/10/2022
J00912,Mt Burges Sand-Gravel / MLG Oz,Mt Burges,Sand - undifferentiated,S0019820,-30.808653,121.01882,Yilgarn Craton granites,Alumina,Al2O3,No,0.827,million tonnes,7.49697703,percent,0.062,million tonnes,,,4.653,million tonnes,7.50053729,percent,0.349,million tonnes,,,0.411,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/4ff6a749-aa23-4be1-a6e6-487f46291d54,19/10/2022
J00912,Mt Burges Sand-Gravel / MLG Oz,Mt Burges,Sand - undifferentiated,S0019820,-30.808653,121.01882,Yilgarn Craton granites,Iron - ferric oxide,Fe2O3,No,0.827,million tonnes,2.14,percent,17.6978,kilotonne,,,4.653,million tonnes,2.14,percent,99.5742,kilotonne,,,117.272,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/4ff6a749-aa23-4be1-a6e6-487f46291d54,19/10/2022
J00912,Mt Burges Sand-Gravel / MLG Oz,Mt Burges,Sand - undifferentiated,S0019820,-30.808653,121.01882,Yilgarn Craton granites,Silica,SiO2,No,0.827,million tonnes,85,percent,702.95,kilotonne,,,4.653,million tonnes,85,percent,3955.05,kilotonne,,,4658,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/4ff6a749-aa23-4be1-a6e6-487f46291d54,19/10/2022
J05718,Mt Cattlin Gold,Mt Cattlin,Gold,S0002248,-33.54567,120.059502,Youanmi Terrane,Gold,Au,Yes,0.26,million tonnes,4.32705385,gram/tonne,1125.034,kilogram,36170.6835,ounce (troy),,,,,,,,,1125.034,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/baf23877-d54c-f3fc-5765-f5f14ba521c6,19/10/2022
J01005,Mt Cattlin Spodumene,Mt Cattlin,Lithium,S0002167,-33.562506,120.033982,Youanmi Terrane,Lithium oxide,Li2O,No,13.3,million tonnes,1.20977444,percent,160900,tonnes,,,5.7,million tonnes,0.98526316,percent,56160,tonnes,,,217060,tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/547f2ff6-ba6d-41e5-9426-681f81ade113,19/10/2022
J01005,Mt Cattlin Spodumene,Mt Cattlin,Lithium,S0002167,-33.562506,120.033982,Youanmi Terrane,Tantalum pentoxide,Ta2O5,No,13.3,million tonnes,0.01307293,percent,1738.7,tonnes,,,5.7,million tonnes,0.01121579,percent,639.3,tonnes,,,2378,tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/547f2ff6-ba6d-41e5-9426-681f81ade113,19/10/2022
J00240,Mt Celia - Kangaroo Bore,Mt Celia - Kangaroo Bore,Gold,S0002362,-29.438669,122.464699,Eastern Goldfields Superterrane,Gold,Au,Yes,6.972,million tonnes,1.39388985,gram/tonne,9718.2,kilogram,312447.3895,ounce (troy),,,,,,,,,9718.2,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/ed7e53db-67e8-4002-98b5-18b8409f6445,19/10/2022
J03158,Mt Clement - Eastern Hills,Mt Clement - Eastern Hills,Gold,S0006710,-22.836182,116.123334,Ashburton Basin,Antimony,Sb,No,1.312348,million tonnes,1.73330245,percent,22746.96,tonnes,,,,,,,,,,,22746.96,tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/345b66b6-103d-4bbd-a718-4b433e3558a8,19/10/2022
J03158,Mt Clement - Eastern Hills,Mt Clement - Eastern Hills,Gold,S0006710,-22.836182,116.123334,Ashburton Basin,Gold,Au,Yes,1.312348,million tonnes,0.32999073,gram/tonne,433.06268,kilogram,13923.28866,ounce (troy),,,,,,,,,433.06268,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/345b66b6-103d-4bbd-a718-4b433e3558a8,19/10/2022
J03158,Mt Clement - Eastern Hills,Mt Clement - Eastern Hills,Gold,S0006710,-22.836182,116.123334,Ashburton Basin,Lead,Pb,No,1.312348,million tonnes,2.49040559,percent,32.682788,kilotonne,,,,,,,,,,,32.682788,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/345b66b6-103d-4bbd-a718-4b433e3558a8,19/10/2022
J03158,Mt Clement - Eastern Hills,Mt Clement - Eastern Hills,Gold,S0006710,-22.836182,116.123334,Ashburton Basin,Silver,Ag,No,1.312348,million tonnes,22.19003496,gram/tonne,29121.048,kilogram,936263.4466,ounce (troy),,,,,,,,,29121.048,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/345b66b6-103d-4bbd-a718-4b433e3558a8,19/10/2022
J04614,Mt Day - Cat Camp / Matsa,Mt Day - Cat Camp,Nickel,S0232260,-31.874101,120.288254,Youanmi Terrane,Nickel,Ni,Yes,2.2302,million tonnes,0.52,percent,11.59704,kilotonne,,,,,,,,,,,11.59704,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/42ef47ed-c32c-44e1-bb62-3c4e2f560532,19/10/2022
J01729,Mt Deans,Mt Deans,Tin,S0021492,-32.307052,121.780542,Eastern Goldfields Superterrane,Niobium pentoxide,Nb2O5,No,9.1,million tonnes,0.01214286,percent,1105,tonnes,,,,,,,,,,,1105,tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/8768da8d-efa8-4048-970a-77f77de3a3f3,19/10/2022
J01729,Mt Deans,Mt Deans,Tin,S0021492,-32.307052,121.780542,Eastern Goldfields Superterrane,Tantalum pentoxide,Ta2O5,No,9.1,million tonnes,0.02142857,percent,1950,tonnes,,,,,,,,,,,1950,tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/8768da8d-efa8-4048-970a-77f77de3a3f3,19/10/2022
J01729,Mt Deans,Mt Deans,Tin,S0021492,-32.307052,121.780542,Eastern Goldfields Superterrane,Tin oxide,SnO2,No,9.1,million tonnes,0.01728571,percent,1573,tonnes,,,,,,,,,,,1573,tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/8768da8d-efa8-4048-970a-77f77de3a3f3,19/10/2022
J01671,Mt Dimer / Taipan,Mt Dimer,Gold,S0004377,-30.39065,119.895798,Youanmi Terrane,Gold,Au,Yes,0.7227,million tonnes,2.09498132,gram/tonne,1514.043,kilogram,48677.61344,ounce (troy),,,,,,,,,1514.043,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/e2a45493-649e-4ed9-af61-f77cc85b4ca4,19/10/2022
J01033,Mt Dimer / Toil,Mt Dimer,Gold,S0004210,-30.395618,119.82931,Yilgarn Craton granites,Gold,Au,Yes,0.53637,million tonnes,4.83026773,gram/tonne,2590.8107,kilogram,83296.49934,ounce (troy),,,,,,,,,2590.8107,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/d4124700-188a-4fa5-8f43-e9cff94f9f40,19/10/2022
J00414,Mt Dockrell Gold,Mt Dockrell,Gold,S0001072,-18.84273,127.203201,"Lamboo Province, Eastern Zone",Gold,Au,Yes,0.324,million tonnes,0.69135802,gram/tonne,224,kilogram,7201.767328,ounce (troy),,,,,,,,,224,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/5281693d-8847-4ba5-9f4d-b2927608c256,19/10/2022
J03319,Mt Dove - Turner River,Mt Dove - Turner River,Iron,S0223618,-20.936988,118.45962,Gorge Creek Basin,Alumina,Al2O3,No,0.77,million tonnes,1.92077922,percent,0.01479,million tonnes,,,3,million tonnes,1.91333333,percent,0.0574,million tonnes,,,0.07219,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/6c0ace96-972e-473f-bcc7-9e8648dc08d9,19/10/2022
J03319,Mt Dove - Turner River,Mt Dove - Turner River,Iron,S0223618,-20.936988,118.45962,Gorge Creek Basin,Iron,Fe,Yes,0.77,million tonnes,58.03246753,percent,0.44685,million tonnes,,,3,million tonnes,57.57333333,percent,1.7272,million tonnes,,,2.17405,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/6c0ace96-972e-473f-bcc7-9e8648dc08d9,19/10/2022
J03319,Mt Dove - Turner River,Mt Dove - Turner River,Iron,S0223618,-20.936988,118.45962,Gorge Creek Basin,Iron - calcined,FeCalcined,No,0.77,million tonnes,62.9025974,percent,0.48435,million tonnes,,,3,million tonnes,62.44666667,percent,1.8734,million tonnes,,,2.35775,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/6c0ace96-972e-473f-bcc7-9e8648dc08d9,19/10/2022
J03319,Mt Dove - Turner River,Mt Dove - Turner River,Iron,S0223618,-20.936988,118.45962,Gorge Creek Basin,Loss on ignition,LOI,No,0.77,million tonnes,7.73896104,percent,0.05959,million tonnes,,,3,million tonnes,7.87333333,percent,0.2362,million tonnes,,,0.29579,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/6c0ace96-972e-473f-bcc7-9e8648dc08d9,19/10/2022
J03319,Mt Dove - Turner River,Mt Dove - Turner River,Iron,S0223618,-20.936988,118.45962,Gorge Creek Basin,Phosphorus,P,No,0.77,million tonnes,0.11,percent,0.847,kilotonne,,,3,million tonnes,0.11333333,percent,3.4,kilotonne,,,4.247,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/6c0ace96-972e-473f-bcc7-9e8648dc08d9,19/10/2022
J03319,Mt Dove - Turner River,Mt Dove - Turner River,Iron,S0223618,-20.936988,118.45962,Gorge Creek Basin,Silica,SiO2,No,0.77,million tonnes,6.98311688,percent,53.77,kilotonne,,,3,million tonnes,7.26666667,percent,218,kilotonne,,,271.77,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/6c0ace96-972e-473f-bcc7-9e8648dc08d9,19/10/2022
J03319,Mt Dove - Turner River,Mt Dove - Turner River,Iron,S0223618,-20.936988,118.45962,Gorge Creek Basin,Sulfur,S,No,0.77,million tonnes,0.02,percent,0.154,kilotonne,,,3,million tonnes,0.02933333,percent,0.88,kilotonne,,,1.034,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/6c0ace96-972e-473f-bcc7-9e8648dc08d9,19/10/2022
J01424,Mt Edon Lithium,Mt Edon,Lithium,S0003496,-29.321551,117.665676,Youanmi Terrane,Tantalum pentoxide,Ta2O5,No,0.071,million tonnes,0.019,percent,13.49,tonnes,,,,,,,,,,,13.49,tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/b6cbe0bf-6682-4d93-ab83-ea4ac576c57a,19/10/2022
J02592,Mt Edwards Nickel,Mt Edwards,Nickel,S0001316,-31.50285,121.574799,Eastern Goldfields Superterrane,Arsenic,As,No,2.7971,million tonnes,0.04638635,percent,1297472.7,kilogram,,,,,,,,,,,1297472.7,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/9daea1e3-2c60-4eaf-b712-b6144d02eaea,19/10/2022
J02592,Mt Edwards Nickel,Mt Edwards,Nickel,S0001316,-31.50285,121.574799,Eastern Goldfields Superterrane,Cobalt,Co,No,2.7971,million tonnes,0.0495968,percent,1387.272,tonnes,,,,,,,,,,,1387.272,tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/9daea1e3-2c60-4eaf-b712-b6144d02eaea,19/10/2022
J02592,Mt Edwards Nickel,Mt Edwards,Nickel,S0001316,-31.50285,121.574799,Eastern Goldfields Superterrane,Copper,Cu,No,2.7971,million tonnes,0.30174574,percent,8.44013,kilotonne,,,,,,,,,,,8.44013,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/9daea1e3-2c60-4eaf-b712-b6144d02eaea,19/10/2022
J02592,Mt Edwards Nickel,Mt Edwards,Nickel,S0001316,-31.50285,121.574799,Eastern Goldfields Superterrane,Iron,Fe,No,0.3211,million tonnes,10.90003114,percent,0.035,million tonnes,,,,,,,,,,,0.035,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/9daea1e3-2c60-4eaf-b712-b6144d02eaea,19/10/2022
J02592,Mt Edwards Nickel,Mt Edwards,Nickel,S0001316,-31.50285,121.574799,Eastern Goldfields Superterrane,Iron - ferric oxide,Fe2O3,No,2.476,million tonnes,18.11668013,percent,448.569,kilotonne,,,,,,,,,,,448.569,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/9daea1e3-2c60-4eaf-b712-b6144d02eaea,19/10/2022
J02592,Mt Edwards Nickel,Mt Edwards,Nickel,S0001316,-31.50285,121.574799,Eastern Goldfields Superterrane,Magnesium,Mg,No,0.3211,million tonnes,16.2,percent,52.0182,kilotonne,,,,,,,,,,,52.0182,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/9daea1e3-2c60-4eaf-b712-b6144d02eaea,19/10/2022
J02592,Mt Edwards Nickel,Mt Edwards,Nickel,S0001316,-31.50285,121.574799,Eastern Goldfields Superterrane,Magnesium oxide,MgO,No,2.476,million tonnes,19.9644588,percent,494.32,kilotonne,,,,,,,,,,,494.32,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/9daea1e3-2c60-4eaf-b712-b6144d02eaea,19/10/2022
J02592,Mt Edwards Nickel,Mt Edwards,Nickel,S0001316,-31.50285,121.574799,Eastern Goldfields Superterrane,Nickel,Ni,Yes,10.6851,million tonnes,1.58353717,percent,169.20253,kilotonne,,,,,,,,,,,169.20253,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/9daea1e3-2c60-4eaf-b712-b6144d02eaea,19/10/2022
J02592,Mt Edwards Nickel,Mt Edwards,Nickel,S0001316,-31.50285,121.574799,Eastern Goldfields Superterrane,Sulfur,S,No,2.7971,million tonnes,5.2232455,percent,146.0994,kilotonne,,,,,,,,,,,146.0994,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/9daea1e3-2c60-4eaf-b712-b6144d02eaea,19/10/2022
J03321,Mt Elvire - West Pilbara / API,Mt Elvire - West Pilbara,Iron,S0032443,-22.03633,117.02904,Hamersley Basin,Alumina,Al2O3,No,1343,million tonnes,3.41060313,percent,45.8044,million tonnes,,,160,million tonnes,2.2325,percent,3.572,million tonnes,,,49.3764,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/3904bb87-f61d-4cb0-b091-49d9c7c47c6e,19/10/2022
J03321,Mt Elvire - West Pilbara / API,Mt Elvire - West Pilbara,Iron,S0032443,-22.03633,117.02904,Hamersley Basin,Iron,Fe,Yes,1343,million tonnes,55.57264334,percent,746.3406,million tonnes,,,160,million tonnes,58.04375,percent,92.87,million tonnes,,,839.2106,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/3904bb87-f61d-4cb0-b091-49d9c7c47c6e,19/10/2022
J03321,Mt Elvire - West Pilbara / API,Mt Elvire - West Pilbara,Iron,S0032443,-22.03633,117.02904,Hamersley Basin,Loss on ignition,LOI,No,1343,million tonnes,8.90965004,percent,119.6566,million tonnes,,,160,million tonnes,7.964375,percent,12.743,million tonnes,,,132.3996,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/3904bb87-f61d-4cb0-b091-49d9c7c47c6e,19/10/2022
J03321,Mt Elvire - West Pilbara / API,Mt Elvire - West Pilbara,Iron,S0032443,-22.03633,117.02904,Hamersley Basin,Magnesium oxide,MgO,No,1343,million tonnes,0.06949144,percent,933.27,kilotonne,,,,,,,,,,,933.27,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/3904bb87-f61d-4cb0-b091-49d9c7c47c6e,19/10/2022
J03321,Mt Elvire - West Pilbara / API,Mt Elvire - West Pilbara,Iron,S0032443,-22.03633,117.02904,Hamersley Basin,Manganese,Mn,No,1343.1,million tonnes,0.02285787,percent,307.004,kilotonne,,,,,,,,,,,307.004,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/3904bb87-f61d-4cb0-b091-49d9c7c47c6e,19/10/2022
J03321,Mt Elvire - West Pilbara / API,Mt Elvire - West Pilbara,Iron,S0032443,-22.03633,117.02904,Hamersley Basin,Phosphorus,P,No,1343.1,million tonnes,0.07688571,percent,1032.652,kilotonne,,,160,million tonnes,0.1269375,percent,203.1,kilotonne,,,1235.752,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/3904bb87-f61d-4cb0-b091-49d9c7c47c6e,19/10/2022
J03321,Mt Elvire - West Pilbara / API,Mt Elvire - West Pilbara,Iron,S0032443,-22.03633,117.02904,Hamersley Basin,Silica,SiO2,No,1343,million tonnes,7.57071482,percent,101674.7,kilotonne,,,160,million tonnes,5.9275,percent,9484,kilotonne,,,111158.7,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/3904bb87-f61d-4cb0-b091-49d9c7c47c6e,19/10/2022
J03321,Mt Elvire - West Pilbara / API,Mt Elvire - West Pilbara,Iron,S0032443,-22.03633,117.02904,Hamersley Basin,Sulfur,S,No,1343,million tonnes,0.01442293,percent,193.7,kilotonne,,,,,,,,,,,193.7,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/3904bb87-f61d-4cb0-b091-49d9c7c47c6e,19/10/2022
J02794,Mt Finnerty Iron,Mt Finnerty,Iron,S0020825,-30.587891,120.090698,Youanmi Terrane,Alumina,Al2O3,No,4.66,million tonnes,4.4695279,percent,0.20828,million tonnes,,,,,,,,,,,0.20828,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/a08ba9eb-e846-4b5d-85db-5e164c61ca16,19/10/2022
J02794,Mt Finnerty Iron,Mt Finnerty,Iron,S0020825,-30.587891,120.090698,Youanmi Terrane,Iron,Fe,Yes,4.66,million tonnes,53.56437768,percent,2.4961,million tonnes,,,,,,,,,,,2.4961,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/a08ba9eb-e846-4b5d-85db-5e164c61ca16,19/10/2022
J02794,Mt Finnerty Iron,Mt Finnerty,Iron,S0020825,-30.587891,120.090698,Youanmi Terrane,Loss on ignition,LOI,No,4.66,million tonnes,8.07854077,percent,0.37646,million tonnes,,,,,,,,,,,0.37646,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/a08ba9eb-e846-4b5d-85db-5e164c61ca16,19/10/2022
J02794,Mt Finnerty Iron,Mt Finnerty,Iron,S0020825,-30.587891,120.090698,Youanmi Terrane,Manganese,Mn,No,4.66,million tonnes,0.2693133,percent,12.55,kilotonne,,,,,,,,,,,12.55,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/a08ba9eb-e846-4b5d-85db-5e164c61ca16,19/10/2022
J02794,Mt Finnerty Iron,Mt Finnerty,Iron,S0020825,-30.587891,120.090698,Youanmi Terrane,Phosphorus,P,No,4.66,million tonnes,0.08214592,percent,3.828,kilotonne,,,,,,,,,,,3.828,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/a08ba9eb-e846-4b5d-85db-5e164c61ca16,19/10/2022
J02794,Mt Finnerty Iron,Mt Finnerty,Iron,S0020825,-30.587891,120.090698,Youanmi Terrane,Silica,SiO2,No,4.66,million tonnes,9.62317597,percent,448.44,kilotonne,,,,,,,,,,,448.44,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/a08ba9eb-e846-4b5d-85db-5e164c61ca16,19/10/2022
J02794,Mt Finnerty Iron,Mt Finnerty,Iron,S0020825,-30.587891,120.090698,Youanmi Terrane,Sulfur,S,No,4.66,million tonnes,0.1476824,percent,6.882,kilotonne,,,,,,,,,,,6.882,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/a08ba9eb-e846-4b5d-85db-5e164c61ca16,19/10/2022
J04063,Mt Fisher Gold,Mt Fisher,Gold,S0226098,-26.87386,121.41987,Eastern Goldfields Superterrane,Gold,Au,Yes,1.024761,million tonnes,2.84311803,gram/tonne,2913.51648,kilogram,93671.73123,ounce (troy),,,,,,,,,2913.51648,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/040bc47f-9096-4b47-b13b-21e635ceacbb,19/10/2022
J02185,Mt Forrest - Bulga Downs Gold,Mt Forrest - Bulga Downs,Gold,S0005862,-28.693411,119.960602,Youanmi Terrane,Gold,Au,Yes,0.4,million tonnes,2.8,gram/tonne,1120,kilogram,36008.83664,ounce (troy),,,,,,,,,1120,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/7571bbcd-fa15-4ac2-843c-9239129892d9,19/10/2022
J03574,Mt Forrest - Bulga Downs Iron,Mt Forrest - Bulga Downs,Iron,S0225150,-28.72131,119.952677,Youanmi Terrane,Alumina,Al2O3,No,1775.985746,million tonnes,1.86425674,percent,33.10893403,million tonnes,,,,,,,,,,,33.10893403,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/2a2fe3da-834b-4af8-b1fc-2b056083534b,19/10/2022
J03574,Mt Forrest - Bulga Downs Iron,Mt Forrest - Bulga Downs,Iron,S0225150,-28.72131,119.952677,Youanmi Terrane,Iron,Fe,Yes,1775.985746,million tonnes,32.00335809,percent,568.375078,million tonnes,,,,,,,,,,,568.375078,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/2a2fe3da-834b-4af8-b1fc-2b056083534b,19/10/2022
J03574,Mt Forrest - Bulga Downs Iron,Mt Forrest - Bulga Downs,Iron,S0225150,-28.72131,119.952677,Youanmi Terrane,Loss on ignition,LOI,No,1775.985746,million tonnes,2.11453002,percent,37.55375167,million tonnes,,,,,,,,,,,37.55375167,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/2a2fe3da-834b-4af8-b1fc-2b056083534b,19/10/2022
J03574,Mt Forrest - Bulga Downs Iron,Mt Forrest - Bulga Downs,Iron,S0225150,-28.72131,119.952677,Youanmi Terrane,Phosphorus,P,No,1775.985746,million tonnes,0.05283542,percent,938.3495335,kilotonne,,,,,,,,,,,938.3495335,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/2a2fe3da-834b-4af8-b1fc-2b056083534b,19/10/2022
J03574,Mt Forrest - Bulga Downs Iron,Mt Forrest - Bulga Downs,Iron,S0225150,-28.72131,119.952677,Youanmi Terrane,Silica,SiO2,No,1775.985746,million tonnes,47.30936716,percent,840207.6172,kilotonne,,,,,,,,,,,840207.6172,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/2a2fe3da-834b-4af8-b1fc-2b056083534b,19/10/2022
J03574,Mt Forrest - Bulga Downs Iron,Mt Forrest - Bulga Downs,Iron,S0225150,-28.72131,119.952677,Youanmi Terrane,Sulfur,S,No,1761.923,million tonnes,0.10125513,percent,1784.03736,kilotonne,,,,,,,,,,,1784.03736,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/2a2fe3da-834b-4af8-b1fc-2b056083534b,19/10/2022
J03374,Mt Gibson / Gindalbie,Mt Gibson,Iron,S0023083,-29.426174,117.151549,Youanmi Terrane,Alumina,Al2O3,No,644,million tonnes,3.91,percent,25.1804,million tonnes,,,,,,,,,,,25.1804,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/b58bb00a-6e4a-4821-acaa-d21685e20187,19/10/2022
J03374,Mt Gibson / Gindalbie,Mt Gibson,Iron,S0023083,-29.426174,117.151549,Youanmi Terrane,Davis Tube Recovery (DTR),DTR,No,644,million tonnes,31.7,percent,204.148,million tonnes,,,,,,,,,,,204.148,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/b58bb00a-6e4a-4821-acaa-d21685e20187,19/10/2022
J03374,Mt Gibson / Gindalbie,Mt Gibson,Iron,S0023083,-29.426174,117.151549,Youanmi Terrane,Iron,Fe,Yes,644,million tonnes,30.2,percent,194.488,million tonnes,,,,,,,,,,,194.488,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/b58bb00a-6e4a-4821-acaa-d21685e20187,19/10/2022
J03374,Mt Gibson / Gindalbie,Mt Gibson,Iron,S0023083,-29.426174,117.151549,Youanmi Terrane,Loss on ignition,LOI,No,644,million tonnes,2.63,percent,16.9372,million tonnes,,,,,,,,,,,16.9372,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/b58bb00a-6e4a-4821-acaa-d21685e20187,19/10/2022
J03374,Mt Gibson / Gindalbie,Mt Gibson,Iron,S0023083,-29.426174,117.151549,Youanmi Terrane,Phosphorus,P,No,644,million tonnes,0.06,percent,386.4,kilotonne,,,,,,,,,,,386.4,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/b58bb00a-6e4a-4821-acaa-d21685e20187,19/10/2022
J03374,Mt Gibson / Gindalbie,Mt Gibson,Iron,S0023083,-29.426174,117.151549,Youanmi Terrane,Silica,SiO2,No,644,million tonnes,43.8,percent,282072,kilotonne,,,,,,,,,,,282072,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/b58bb00a-6e4a-4821-acaa-d21685e20187,19/10/2022
J03374,Mt Gibson / Gindalbie,Mt Gibson,Iron,S0023083,-29.426174,117.151549,Youanmi Terrane,Sulfur,S,No,644,million tonnes,1.28,percent,8243.2,kilotonne,,,,,,,,,,,8243.2,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/b58bb00a-6e4a-4821-acaa-d21685e20187,19/10/2022
J00245,Mt Gibson Gold,Mt Gibson,Gold,S0003754,-29.782362,117.168016,Yilgarn Craton granites,Gold,Au,Yes,79.7,million tonnes,0.8,gram/tonne,63760,kilogram,2049931.629,ounce (troy),,,,,,,,,63760,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/c0901c6e-7996-4c94-a3fa-9432a0f7477d,19/10/2022
J00596,Mt Gibson Iron,Mt Gibson,Iron,S0019709,-29.603324,117.175361,Youanmi Terrane,Alumina,Al2O3,No,6.34,million tonnes,2.10283912,percent,0.13332,million tonnes,,,1.15,million tonnes,2.09173913,percent,0.024055,million tonnes,,,0.157375,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/aef1880a-458b-4292-bf5e-b737916f5f19,19/10/2022
J00596,Mt Gibson Iron,Mt Gibson,Iron,S0019709,-29.603324,117.175361,Youanmi Terrane,Iron,Fe,Yes,426.14,million tonnes,31.31174684,percent,133.431878,million tonnes,,,1.15,million tonnes,57.94782609,percent,0.6664,million tonnes,,,134.098278,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/aef1880a-458b-4292-bf5e-b737916f5f19,19/10/2022
