PROJ_CODE,PROJ_NAME,PROJ_SHORT,PRI_P_COM,LOC_SITE,LATITUDE,LONGITUDE,TECT_UNIT,EST_COM,EST_COM_AB,EST_COM_P,RES_QTY,RES_QTY_U,RES_QTY_G,RES_QTY_GU,RES_CON,RES_CON_U,ARES_CON,ARES_CON_U,RV_QTY,RV_QTY_U,RV_QTY_G,RV_QTY_GU,RV_CON,RV_CON_U,ARV_CON,ARV_CON_U,POINT_SIZE,POINT_UNIT,PROJ_URL,EXTRACT_DA
J05288,8 Mile Dam,8 Mile Dam,Gold,S0236141,-30.645301,121.462207,Eastern Goldfields Superterrane,Gold,Au,Yes,7.014346,million tonnes,1.392,gram/tonne,9763.969632,kilogram,313918.9174,ounce (troy),,,,,,,,,9763.969632,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/5b8675fc-712e-40fa-bbe3-1232939d7bbd,19/10/2022
J01022,Abednego West,Abednego West,Gold,S0002219,-28.833361,121.773903,Eastern Goldfields Superterrane,Gold,Au,Yes,0.07,million tonnes,2.1,gram/tonne,147,kilogram,4726.159809,ounce (troy),,,,,,,,,147,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/55b018f0-81a3-4ae6-900b-0049fdfd0a72,19/10/2022
J00545,Abra - Mulgul,Abra - Mulgul,Lead,S0001538,-24.638213,118.585512,Edmund Basin,Lead,Pb,Yes,34.4,million tonnes,7.19651163,percent,2475.6,kilotonne,,,10.3,million tonnes,8.8,percent,906.4,kilotonne,,,3382,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/df5d5bb9-50de-409a-bc32-f7cedd372672,19/10/2022
J00545,Abra - Mulgul,Abra - Mulgul,Lead,S0001538,-24.638213,118.585512,Edmund Basin,Silver,Ag,No,34.4,million tonnes,15.98255814,gram/tonne,549800,kilogram,17676480.7,ounce (troy),10.3,million tonnes,24,gram/tonne,247200,kilogram,7947664.658,ounce (troy),797000,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/df5d5bb9-50de-409a-bc32-f7cedd372672,19/10/2022
J03432,Abydos,Abydos,Iron,S0023261,-21.14382,119.105797,Gorge Creek Basin,Iron,Fe,Yes,15.5,million tonnes,56.98387097,percent,8.8325,million tonnes,,,3.9,million tonnes,56.86923077,percent,2.2179,million tonnes,,,11.0504,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/be7ccc33-0ffc-44d7-88d7-3fadd7936987,19/10/2022
J00744,Admiral Bay,Admiral Bay,Zinc,S0001551,-19.222219,122.321701,Willara Sub-basin,Barium,Ba,No,170,million tonnes,10,percent,17000,kilotonne,,,,,,,,,,,17000,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/c4488f25-351e-4d48-b208-5c2bd0f382dd,19/10/2022
J00744,Admiral Bay,Admiral Bay,Zinc,S0001551,-19.222219,122.321701,Willara Sub-basin,Lead,Pb,No,170,million tonnes,2.7,percent,4590,kilotonne,,,,,,,,,,,4590,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/c4488f25-351e-4d48-b208-5c2bd0f382dd,19/10/2022
J00744,Admiral Bay,Admiral Bay,Zinc,S0001551,-19.222219,122.321701,Willara Sub-basin,Silver,Ag,No,170,million tonnes,25,gram/tonne,4250000,kilogram,136640674.8,ounce (troy),,,,,,,,,4250000,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/c4488f25-351e-4d48-b208-5c2bd0f382dd,19/10/2022
J00744,Admiral Bay,Admiral Bay,Zinc,S0001551,-19.222219,122.321701,Willara Sub-basin,Zinc,Zn,Yes,170,million tonnes,4.1,percent,6970,kilotonne,,,,,,,,,,,6970,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/c4488f25-351e-4d48-b208-5c2bd0f382dd,19/10/2022
J00098,Agnew - Emu,Agnew - Emu,Gold,S0019084,-28.004499,120.505798,Yilgarn Craton,Gold,Au,Yes,19.879,million tonnes,5.34209266,gram/tonne,106195.46,kilogram,3414263.367,ounce (troy),5.139,million tonnes,6.13357852,gram/tonne,31520.46,kilogram,1013406.335,ounce (troy),137715.92,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/7354e345-ca95-44ad-a82c-17e812f2cb91,19/10/2022
J05903,Airfield Kaolin,Airfield Kaolin,Clay - white clay,S0239630,-31.434793,119.56606,Youanmi Terrane,Alumina,Al2O3,No,43.6,million tonnes,35.48238532,percent,15.47032,million tonnes,,,,,,,,,,,15.47032,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/253bffe0-d39f-aec2-c947-7f7c20100c2a,19/10/2022
J05903,Airfield Kaolin,Airfield Kaolin,Clay - white clay,S0239630,-31.434793,119.56606,Youanmi Terrane,Iron - ferric oxide,Fe2O3,No,43.6,million tonnes,0.86165138,percent,375.68,kilotonne,,,,,,,,,,,375.68,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/253bffe0-d39f-aec2-c947-7f7c20100c2a,19/10/2022
J05903,Airfield Kaolin,Airfield Kaolin,Clay - white clay,S0239630,-31.434793,119.56606,Youanmi Terrane,Kaolin,Kln,No,43.6,million tonnes,100,percent,43600,kilotonne,,,,,,,,,,,43600,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/253bffe0-d39f-aec2-c947-7f7c20100c2a,19/10/2022
J01130,Ajana,Mary Springs,Lead,S0002515,-27.76902,114.67721,"Pinjarra Orogen, Northampton Inlier",Lead,Pb,Yes,0.394419,million tonnes,6.44371138,percent,25.415222,kilotonne,,,,,,,,,,,25.415222,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/8f91d316-8ec4-4a52-9211-f1778cc382ce,19/10/2022
J01110,Albany Silica Sand,Albany,Silica sand,S0002471,-34.934686,117.945671,Esperance Shelf,Alumina,Al2O3,No,1.576,million tonnes,0.02182741,percent,0.000344,million tonnes,,,,,,,,,,,0.000344,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/c9a07a17-314c-4c91-b72b-39430c7b00ca,19/10/2022
J01110,Albany Silica Sand,Albany,Silica sand,S0002471,-34.934686,117.945671,Esperance Shelf,Heavy minerals,HM,No,1.576,million tonnes,0.39664975,percent,6.2512,kilotonne,,,,,,,,,,,6.2512,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/c9a07a17-314c-4c91-b72b-39430c7b00ca,19/10/2022
J01110,Albany Silica Sand,Albany,Silica sand,S0002471,-34.934686,117.945671,Esperance Shelf,Iron - ferric oxide,Fe2O3,No,1.576,million tonnes,0.03395939,percent,0.5352,kilotonne,,,,,,,,,,,0.5352,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/c9a07a17-314c-4c91-b72b-39430c7b00ca,19/10/2022
J01110,Albany Silica Sand,Albany,Silica sand,S0002471,-34.934686,117.945671,Esperance Shelf,Silica,SiO2,No,1.576,million tonnes,99.1463198,percent,1562.546,kilotonne,,,,,,,,,,,1562.546,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/c9a07a17-314c-4c91-b72b-39430c7b00ca,19/10/2022
J01110,Albany Silica Sand,Albany,Silica sand,S0002471,-34.934686,117.945671,Esperance Shelf,Titanium dioxide,TiO2,No,1.576,million tonnes,0.39942893,percent,0.006295,million tonnes,,,,,,,,,,,0.006295,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/c9a07a17-314c-4c91-b72b-39430c7b00ca,19/10/2022
J05488,Albany Silica Sand / Aust Silica Quartz,Albany,Silica sand,S0028291,-34.715413,117.665333,Nornalup Zone,Alumina,Al2O3,No,1.137,million tonnes,0.04001759,percent,0.000455,million tonnes,,,,,,,,,,,0.000455,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/e1b3b429-3bc8-4d57-a3f1-d41f4990d7c9,19/10/2022
J05488,Albany Silica Sand / Aust Silica Quartz,Albany,Silica sand,S0028291,-34.715413,117.665333,Nornalup Zone,Heavy minerals,HM,No,1.137,million tonnes,0.54,percent,6.1398,kilotonne,,,,,,,,,,,6.1398,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/e1b3b429-3bc8-4d57-a3f1-d41f4990d7c9,19/10/2022
J05488,Albany Silica Sand / Aust Silica Quartz,Albany,Silica sand,S0028291,-34.715413,117.665333,Nornalup Zone,Iron - ferric oxide,Fe2O3,No,1.137,million tonnes,0.03,percent,0.3411,kilotonne,,,,,,,,,,,0.3411,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/e1b3b429-3bc8-4d57-a3f1-d41f4990d7c9,19/10/2022
J05488,Albany Silica Sand / Aust Silica Quartz,Albany,Silica sand,S0028291,-34.715413,117.665333,Nornalup Zone,Silica,SiO2,No,5.137,million tonnes,99,percent,5085.63,kilotonne,,,,,,,,,,,5085.63,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/e1b3b429-3bc8-4d57-a3f1-d41f4990d7c9,19/10/2022
J05488,Albany Silica Sand / Aust Silica Quartz,Albany,Silica sand,S0028291,-34.715413,117.665333,Nornalup Zone,Titanium dioxide,TiO2,No,1.137,million tonnes,0.44001759,percent,0.005003,million tonnes,,,,,,,,,,,0.005003,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/e1b3b429-3bc8-4d57-a3f1-d41f4990d7c9,19/10/2022
J00002,Albury Heath,Albury Heath,Gold,S0000002,-26.78737,118.574407,Youanmi Terrane,Gold,Au,Yes,0.528,million tonnes,2.09,gram/tonne,1103.52,kilogram,35478.99233,ounce (troy),,,,,,,,,1103.52,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/755834c6-06dd-4de1-9155-2768bb68aef6,19/10/2022
J00184,Aldiss - Karonie,Aldiss - Karonie,Gold,S0000390,-31.033684,122.561007,Eastern Goldfields Superterrane,Gold,Au,Yes,9.342,million tonnes,1.96138942,gram/tonne,18323.3,kilogram,589107.7825,ounce (troy),1.838,million tonnes,2.19874864,gram/tonne,4041.3,kilogram,129930.8139,ounce (troy),22364.6,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/b20f396b-6282-45b2-ad93-ede776e611de,19/10/2022
J01048,Alicia,Alicia,Gold,S0002312,-28.666269,121.939301,Eastern Goldfields Superterrane,Gold,Au,Yes,0.038,million tonnes,3.88763158,gram/tonne,147.73,kilogram,4749.629854,ounce (troy),,,,,,,,,147.73,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/c374b56e-2826-457c-9bec-98f02f132542,19/10/2022
J01243,Ambergate Mineral Sands,Ambergate ,Heavy minerals,S0003861,-33.71137,115.306294,Bunbury Trough,Heavy minerals,HM,Yes,0.569,million tonnes,100,percent,569,kilotonne,,,,,,,,,,,569,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/b1b4617e-1f71-44e5-b870-3742efd1ba1e,19/10/2022
J01243,Ambergate Mineral Sands,Ambergate ,Heavy minerals,S0003861,-33.71137,115.306294,Bunbury Trough,Ilmenite,Ilm,No,0.569,million tonnes,73,percent,415.37,kilotonne,,,,,,,,,,,415.37,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/b1b4617e-1f71-44e5-b870-3742efd1ba1e,19/10/2022
J01243,Ambergate Mineral Sands,Ambergate ,Heavy minerals,S0003861,-33.71137,115.306294,Bunbury Trough,Leucoxene,Leu,No,0.569,million tonnes,12,percent,68.28,kilotonne,,,,,,,,,,,68.28,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/b1b4617e-1f71-44e5-b870-3742efd1ba1e,19/10/2022
J01243,Ambergate Mineral Sands,Ambergate ,Heavy minerals,S0003861,-33.71137,115.306294,Bunbury Trough,Monazite,Mnz,No,0.569,million tonnes,0.6,percent,3.414,kilotonne,,,,,,,,,,,3.414,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/b1b4617e-1f71-44e5-b870-3742efd1ba1e,19/10/2022
J01243,Ambergate Mineral Sands,Ambergate ,Heavy minerals,S0003861,-33.71137,115.306294,Bunbury Trough,Slimes,Slimes,No,0.569,million tonnes,22,percent,0.12518,million tonnes,,,,,,,,,,,0.12518,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/b1b4617e-1f71-44e5-b870-3742efd1ba1e,19/10/2022
J01243,Ambergate Mineral Sands,Ambergate ,Heavy minerals,S0003861,-33.71137,115.306294,Bunbury Trough,Zircon,Zrn,No,0.569,million tonnes,12,percent,68.28,kilotonne,,,,,,,,,,,68.28,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/b1b4617e-1f71-44e5-b870-3742efd1ba1e,19/10/2022
J01032,Anaconda,Anaconda,Zinc,S0002250,-28.970102,121.770486,Eastern Goldfields Superterrane,Copper,Cu,No,0.876831,million tonnes,0.96000005,percent,8.417578,kilotonne,,,,,,,,,,,8.417578,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/00cd607f-20d4-49aa-a846-559c3bcad77f,19/10/2022
J01032,Anaconda,Anaconda,Zinc,S0002250,-28.970102,121.770486,Eastern Goldfields Superterrane,Silver,Ag,No,0.876831,million tonnes,6,gram/tonne,5260.986,kilogram,169144.6299,ounce (troy),,,,,,,,,5260.986,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/00cd607f-20d4-49aa-a846-559c3bcad77f,19/10/2022
J01032,Anaconda,Anaconda,Zinc,S0002250,-28.970102,121.770486,Eastern Goldfields Superterrane,Zinc,Zn,Yes,0.876831,million tonnes,1.97000003,percent,17.273571,kilotonne,,,,,,,,,,,17.273571,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/00cd607f-20d4-49aa-a846-559c3bcad77f,19/10/2022
J05742,Andover,Andover,Nickel,S0238897,-20.854469,117.118236,Orpheus Supersuite,Cobalt,Co,No,4.7,million tonnes,0.04808511,percent,2260,tonnes,,,,,,,,,,,2260,tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/d30a3d66-b26f-7cdd-7f00-0fc4e1e9ebb6,19/10/2022
J05742,Andover,Andover,Nickel,S0238897,-20.854469,117.118236,Orpheus Supersuite,Copper,Cu,No,4.7,million tonnes,0.46425532,percent,21.82,kilotonne,,,,,,,,,,,21.82,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/d30a3d66-b26f-7cdd-7f00-0fc4e1e9ebb6,19/10/2022
J05742,Andover,Andover,Nickel,S0238897,-20.854469,117.118236,Orpheus Supersuite,Nickel,Ni,Yes,4.7,million tonnes,1.10829787,percent,52.09,kilotonne,,,,,,,,,,,52.09,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/d30a3d66-b26f-7cdd-7f00-0fc4e1e9ebb6,19/10/2022
J05742,Andover,Andover,Nickel,S0238897,-20.854469,117.118236,Orpheus Supersuite,Sulfur,S,No,4.7,million tonnes,7.86617021,percent,369.71,kilotonne,,,,,,,,,,,369.71,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/d30a3d66-b26f-7cdd-7f00-0fc4e1e9ebb6,19/10/2022
J00441,Angelo River Iron Ore,Angelo River,Iron,S0018947,-23.317659,118.812599,Hamersley Basin,Alumina,Al2O3,No,139.7,million tonnes,2.5869005,percent,3.6139,million tonnes,,,,,,,,,,,3.6139,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/dba00058-98c0-40dc-83eb-c64392715da1,19/10/2022
J00441,Angelo River Iron Ore,Angelo River,Iron,S0018947,-23.317659,118.812599,Hamersley Basin,Iron,Fe,Yes,139.7,million tonnes,60.11066571,percent,83.9746,million tonnes,,,,,,,,,,,83.9746,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/dba00058-98c0-40dc-83eb-c64392715da1,19/10/2022
J00441,Angelo River Iron Ore,Angelo River,Iron,S0018947,-23.317659,118.812599,Hamersley Basin,Loss on ignition,LOI,No,139.7,million tonnes,6.6567645,percent,9.2995,million tonnes,,,,,,,,,,,9.2995,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/dba00058-98c0-40dc-83eb-c64392715da1,19/10/2022
J00441,Angelo River Iron Ore,Angelo River,Iron,S0018947,-23.317659,118.812599,Hamersley Basin,Phosphorus,P,No,139.7,million tonnes,0.05025054,percent,70.2,kilotonne,,,,,,,,,,,70.2,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/dba00058-98c0-40dc-83eb-c64392715da1,19/10/2022
J00441,Angelo River Iron Ore,Angelo River,Iron,S0018947,-23.317659,118.812599,Hamersley Basin,Silica,SiO2,No,139.7,million tonnes,3.93715104,percent,5500.2,kilotonne,,,,,,,,,,,5500.2,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/dba00058-98c0-40dc-83eb-c64392715da1,19/10/2022
J00424,Anglo Saxon - Trouser Legs,Anglo Saxon - Trouser Legs,Gold,S0000811,-30.076781,122.731479,Eastern Goldfields Superterrane,Gold,Au,Yes,4.917,million tonnes,2.83439089,gram/tonne,13936.7,kilogram,448075.3157,ounce (troy),0.73,million tonnes,2.66,gram/tonne,1941.8,kilogram,62430.32052,ounce (troy),15878.5,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/698002bd-8d52-4768-9abb-b91d5d758c01,19/10/2022
J03163,Anketell Uranium,Anketell,Uranium,S0000987,-28.013797,118.720187,Yilgarn Craton granites,Uranium oxide,U3O8,No,16.3,million tonnes,0.167,kilogram/tonne,2.7221,kilotonne,,,,,,,,,,,2.7221,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/da016897-b8fa-484f-a163-054ad28f987d,19/10/2022
J00758,Ant Hill - Sunday Hill,Ant Hill - Sunday Hill,Manganese,S0001472,-22.049957,120.546507,Northeast Pilbara Sub-basin,Iron,Fe,No,8.1,million tonnes,23.13580247,percent,1.874,million tonnes,,,,,,,,,,,1.874,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/592343ac-000f-4e87-9053-3621fa62435b,19/10/2022
J00758,Ant Hill - Sunday Hill,Ant Hill - Sunday Hill,Manganese,S0001472,-22.049957,120.546507,Northeast Pilbara Sub-basin,Manganese,Mn,Yes,8.1,million tonnes,20.5962963,percent,1668.3,kilotonne,,,,,,,,,,,1668.3,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/592343ac-000f-4e87-9053-3621fa62435b,19/10/2022
J00758,Ant Hill - Sunday Hill,Ant Hill - Sunday Hill,Manganese,S0001472,-22.049957,120.546507,Northeast Pilbara Sub-basin,Silica,SiO2,No,8.1,million tonnes,18.02716049,percent,1460.2,kilotonne,,,,,,,,,,,1460.2,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/592343ac-000f-4e87-9053-3621fa62435b,19/10/2022
J04003,Anthill ,Anthill ,Gold,S0225239,-30.483641,121.006335,Eastern Goldfields Superterrane,Gold,Au,Yes,1.42,million tonnes,1.71978873,gram/tonne,2442.1,kilogram,78515.33925,ounce (troy),,,,,,,,,2442.1,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/a529b479-b107-4339-8446-a0c2879ec49b,19/10/2022
J03406,Aphrodite,Aphrodite,Gold,S0017147,-30.18111,121.229577,Eastern Goldfields Superterrane,Gold,Au,Yes,25.506,million tonnes,1.99818866,gram/tonne,50965.8,kilogram,1638588.541,ounce (troy),2.782,million tonnes,3.6,gram/tonne,10015.2,kilogram,321996.1614,ounce (troy),60981,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/ef0e385f-b888-4889-90f2-2e2a28e5fb12,19/10/2022
J02118,Apollo Hill,Apollo Hill,Gold,S0005564,-29.153024,121.675712,Eastern Goldfields Superterrane,Gold,Au,Yes,76.23,million tonnes,0.59773974,gram/tonne,45565.7,kilogram,1464971.293,ounce (troy),,,,,,,,,45565.7,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/d8bbec0e-5789-4f51-af10-7a3816a836e6,19/10/2022
J00771,Aries,Aries,Diamond - undifferentiated,S0001704,-16.898995,126.12979,Kimberley Basin,Diamond - undifferentiated,Dmd,Yes,7,million tonnes,0.1,carat/tonne,0.7,million carats,,,,,,,,,,,0.7,million carats,https://minedex.dmirs.wa.gov.au/Web/projects/details/8a4d8746-2311-49e8-9a55-c6ed87936e6c,19/10/2022
J05434,Arrowsmith Silica Sand,Arrowsmith,Silica sand,S0236948,-29.512885,115.110374,Beharra Springs Terrace,Alumina,Al2O3,No,847.5,million tonnes,0.92836578,percent,7.8679,million tonnes,,,241.9,million tonnes,0.18632699,percent,0.450725,million tonnes,,,8.318625,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/bfa7257d-9008-4481-bb1f-201f50ed8445,19/10/2022
J05434,Arrowsmith Silica Sand,Arrowsmith,Silica sand,S0236948,-29.512885,115.110374,Beharra Springs Terrace,Iron - ferric oxide,Fe2O3,No,847.5,million tonnes,0.33828909,percent,2867,kilotonne,,,241.9,million tonnes,0.04921869,percent,119.06,kilotonne,,,2986.06,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/bfa7257d-9008-4481-bb1f-201f50ed8445,19/10/2022
J05434,Arrowsmith Silica Sand,Arrowsmith,Silica sand,S0236948,-29.512885,115.110374,Beharra Springs Terrace,Loss on ignition,LOI,No,847.5,million tonnes,0.45634218,percent,3.8675,million tonnes,,,241.9,million tonnes,0.1,percent,0.2419,million tonnes,,,4.1094,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/bfa7257d-9008-4481-bb1f-201f50ed8445,19/10/2022
J05434,Arrowsmith Silica Sand,Arrowsmith,Silica sand,S0236948,-29.512885,115.110374,Beharra Springs Terrace,Silica,SiO2,No,847.5,million tonnes,97.92635988,percent,829925.9,kilotonne,,,241.9,million tonnes,99.69218685,percent,241155.4,kilotonne,,,1071081.3,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/bfa7257d-9008-4481-bb1f-201f50ed8445,19/10/2022
J05434,Arrowsmith Silica Sand,Arrowsmith,Silica sand,S0236948,-29.512885,115.110374,Beharra Springs Terrace,Titanium dioxide,TiO2,No,847.5,million tonnes,0.2,percent,1.695,million tonnes,,,241.9,million tonnes,0.19087226,percent,0.46172,million tonnes,,,2.15672,million tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/bfa7257d-9008-4481-bb1f-201f50ed8445,19/10/2022
J01728,Arthur River /San Rita,Arthur River,Tantalum,S0004633,-24.643874,115.752436,Glenburgh Terrane,Tantalum pentoxide,Ta2O5,No,,,,,,,,,0.605,million tonnes,0.03,percent,181.5,tonnes,,,181.5,,https://minedex.dmirs.wa.gov.au/Web/projects/details/74a44192-1a0b-4336-9c5a-3535aa0ab4f7,19/10/2022
J02216,Ashburton / Kalamazoo,Ashburton,Gold,S0006409,-23.432011,117.900002,Ashburton Basin,Gold,Au,Yes,20.789,million tonnes,2.47629035,gram/tonne,51479.6,kilogram,1655107.595,ounce (troy),,,,,,,,,51479.6,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/6443b99a-8595-4a23-9ea2-5192cf2937c7,19/10/2022
J04263,Ashburton River North / Quarry Park,Ashburton River North,Gravel,S0229266,-21.733062,114.936141,Peedamullah Shelf,Calcrete-caliche,Cali,No,27.069,million tonnes,100,percent,27069,kilotonne,,,,,,,,,,,27069,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/b8f5028e-77ec-4569-8cb5-34421f86f393,19/10/2022
J04263,Ashburton River North / Quarry Park,Ashburton River North,Gravel,S0229266,-21.733062,114.936141,Peedamullah Shelf,Gravel,Gvl,Yes,2.09,million tonnes,50,percent,1045000,tonnes,,,,,,,,,,,1045000,tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/b8f5028e-77ec-4569-8cb5-34421f86f393,19/10/2022
J04263,Ashburton River North / Quarry Park,Ashburton River North,Gravel,S0229266,-21.733062,114.936141,Peedamullah Shelf,Sand - undifferentiated,Sd,No,2.09,million tonnes,50,percent,1045000,tonnes,,,,,,,,,,,1045000,tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/b8f5028e-77ec-4569-8cb5-34421f86f393,19/10/2022
J05409,Ashburton River Sand / Hanson,Ashburton River,Sand - undifferentiated,S0236764,-23.626206,117.570583,Ashburton Basin,Sand - undifferentiated,Sd,Yes,2.4,million tonnes,100,percent,2400000,tonnes,,,,,,,,,,,2400000,tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/8656add4-fba2-4324-97a6-69227d437af3,19/10/2022
J04144,Ashburton Sand and Shingle / Onslow Resources,Ashburton,Sand - undifferentiated,S0229640,-21.795877,114.98122,Peedamullah Shelf,Gravel,Gvl,No,2.179,million tonnes,100,percent,2179000,tonnes,,,,,,,,,,,2179000,tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/da04f355-0f66-4820-ade2-fef215fca207,19/10/2022
J04144,Ashburton Sand and Shingle / Onslow Resources,Ashburton,Sand - undifferentiated,S0229640,-21.795877,114.98122,Peedamullah Shelf,Sand - undifferentiated,Sd,Yes,1.733,million tonnes,100,percent,1733000,tonnes,,,,,,,,,,,1733000,tonnes,https://minedex.dmirs.wa.gov.au/Web/projects/details/da04f355-0f66-4820-ade2-fef215fca207,19/10/2022
J03903,Athenia,Athenia,Gold,S0000337,-31.191611,119.280845,Youanmi Terrane,Gold,Au,Yes,0.0493,million tonnes,1.48,gram/tonne,72.964,kilogram,2345.847104,ounce (troy),,,,,,,,,72.964,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/0d36c2f9-18da-46f0-8fce-6132ec521a33,19/10/2022
J03175,Atlantis - Ashburton,Atlantis - Ashburton,Uranium,S0000984,-23.580742,118.224436,Bresnahan Basin,Uranium oxide,U3O8,No,0.643,million tonnes,1.24,kilogram/tonne,0.79732,kilotonne,,,,,,,,,,,0.79732,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/cd8e4bda-5ea4-4dc1-8bd1-f871d0ae59b7,19/10/2022
J00748,Atlas - North Perth Basin,Atlas - North Perth Basin,Heavy minerals,S0001580,-30.54142,115.307602,Cadda Terrace,Garnet,Grt,No,4.406,million tonnes,6.81777349,percent,300.3911,kilotonne,,,,,,,,,,,300.3911,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/96687c51-b14d-4066-94e1-08b41c1573e2,19/10/2022
J00748,Atlas - North Perth Basin,Atlas - North Perth Basin,Heavy minerals,S0001580,-30.54142,115.307602,Cadda Terrace,Heavy minerals,HM,Yes,5.296,million tonnes,100,percent,5296,kilotonne,,,0.78,million tonnes,100,percent,780,kilotonne,,,6076,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/96687c51-b14d-4066-94e1-08b41c1573e2,19/10/2022
J00748,Atlas - North Perth Basin,Atlas - North Perth Basin,Heavy minerals,S0001580,-30.54142,115.307602,Cadda Terrace,Ilmenite,Ilm,No,5.296,million tonnes,69.41787387,percent,3676.3706,kilotonne,,,0.78,million tonnes,55,percent,429,kilotonne,,,4105.3706,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/96687c51-b14d-4066-94e1-08b41c1573e2,19/10/2022
J00748,Atlas - North Perth Basin,Atlas - North Perth Basin,Heavy minerals,S0001580,-30.54142,115.307602,Cadda Terrace,Leucoxene,Leu,No,1.746,million tonnes,1.48247423,percent,25.884,kilotonne,,,0.78,million tonnes,1,percent,7.8,kilotonne,,,33.684,kilotonne,https://minedex.dmirs.wa.gov.au/Web/projects/details/96687c51-b14d-4066-94e1-08b41c1573e2,19/10/2022
