SITE_CODE,SHORT_TITLE,TITLE,SITE_TYPE,SUB_TYPE,STAGE,PROJ_CODE,PROJECT_TITLE,LONGITUDE,LATITUDE,EASTING,NORTHING,MGA_ZONE,COMMODITIES,COMMODITY_GROUP_NAME,TARGET_GROUP_NAME,MAP_LABEL_NAME,INCLUDE_COMMODITY_FLAG,MAP_COMMODITIES,ACTIVE_FLAG,SYMBOL,MAP_SERIES,CONFIDENTIALITY,MAP_SHEET_NO_100K,MAP_SHEET_NAME_100K,MAP_SHEET_NO_250K,MAP_SHEET_NAME_250K,LGA_NAME,DEVELOPMENT_REGION,DISTRICT_NO,DISTRICT_NAME,TECTONIC_UNIT,EXTRACT_DATE
S0005526,Kwolyinine/Borgas,Kwolyinine Hill / Borgas,Mine,Openpit,Operating,J02095,Kwolyinine / Borgas,116.408401,-31.78429,443989,6483321,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2134,WOOROLOO,SH50-14,PERTH,"NORTHAM, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,South West Terrane,20221013
S0005532,Lilydale Rd/City of Swan,Lilydale Rd / City of Swan,Mine,Openpit,Operating,J02099,Gidgegannup / City of Swan,116.235298,-31.800871,427613,6481381,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2134,WOOROLOO,SH50-14,PERTH,"SWAN, CITY OF",METRO,70,SOUTH WEST M.F.,Yilgarn Craton granites,20221013
S0005534,Mt Dick,Mt Dick / Smith,Mine,Openpit,Operating,J02101,Mt Dick / Smith,116.704201,-31.580429,471933,6506031,50,Gvl Aggc,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2234,NORTHAM,SH50-14,PERTH,"NORTHAM, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,South West Terrane,20221013
S0005535,Katrine Rd/Bushell,Katrine Rd / Bushell,Mine,Openpit,Operating,J02102,Northam / Bushell,116.626999,-31.627081,464626,6500837,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2234,NORTHAM,SH50-14,PERTH,"NORTHAM, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,South West Terrane,20221013
S0005536,Spencers Brk Rd/IAMA,Spencers Brook Rd / IAMA,Mine,Openpit,Operating,J02103,Northam / Iama,116.666397,-31.72209,468394,6490319,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2234,NORTHAM,SH50-14,PERTH,"NORTHAM, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,South West Terrane,20221013
S0005537,Dawesville/WA Lmst,Dawesville / WA Limestone,Mine,Openpit,Operating,J02104,Dawesville / WA Limestone,115.646202,-32.65712,373042,6385914,50,Lst,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2032,PINJARRA,SI50-02,PINJARRA,"MANDURAH, CITY OF","PEEL, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20221013
S0005545,Tims Thicket,Tims Thicket Rd / City,Mine,Openpit,Operating,J02109,Mandurah / City of Mandurah,115.621902,-32.651192,370754,6386542,50,Lst,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2032,PINJARRA,SI50-02,PINJARRA,"MANDURAH, CITY OF","PEEL, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20221013
S0005546,Zone 19,Plutonic Zone 19 and Zone 550 - Baltic,Mine,Decline,Operating,J00417,Plutonic Gold,119.442596,-25.293249,745941,7200340,50,Au Ag,Precious metal,GOLD,,N,,,,,Public,2747,THREE RIVERS,SG50-08,PEAK HILL,"MEEKATHARRA, SHIRE OF","MID-WEST, Development Region",52,PEAK HILL M.F.,Eastern Goldfields Superterrane,20221013
S0005548,S Estuary Rd,Southern Estuary Rd / McKay,Mine,Openpit,Operating,J02111,Lake Clifton / McKay,115.677597,-32.77515,376149,6372865,50,Lst,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2032,PINJARRA,SI50-02,PINJARRA,"MANDURAH, CITY OF","PEEL, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20221013
S0005549,Dumbarton Rd/Tolarno,Dumbarton Rd / Tolarno,Mine,Openpit,Operating,J02112,Northam / Tolarno,116.588402,-31.57707,460944,6506367,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2234,NORTHAM,SH50-14,PERTH,"NORTHAM, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,South West Terrane,20221013
S0005550,Toodyay Rd /Poggiolo,Toodyay Rd Gidgegannup / Poggiolo,Mine,Openpit,Operating,J02113,Gidgegannup / Poggiolo,116.23955,-31.771835,427993,6484603,50,Agg,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2134,WOOROLOO,SH50-14,PERTH,"SWAN, CITY OF",METRO,70,SOUTH WEST M.F.,South West Terrane,20221013
S0005595,Langey Crossing South/Connolly,Langey Crossing South / Connolly,Mine,Openpit,Operating,J02120,Langey Crossing South / Connolly,123.567902,-17.69025,560224,8043993,51,Sd Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3662,YEEDA,SE51-07,DERBY,"DERBY/WEST KIMBERLEY, SHIRE OF","KIMBERLEY, Development Region",4,WEST KIMBERLEY M.F.,Fitzroy Trough,20221013
S0005606,Wellard-Woolcoot Rd,Wellard - Woolcoot Rd,Mine,Openpit,Operating,J02122,Wellard - Woolcoot Road,115.866997,-32.26128,393283,6430039,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2033,FREMANTLE,SI50-02,PINJARRA,"KWINANA, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20221013
S0005609,Abercrombie Rd East/WA Lmst,Postans - Abercrombie Rd East / WA Limestone,Mine,Openpit,Operating,J01602,Postans - Abercrombie Rd / WA Limestone,115.809194,-32.21337,387779,6435291,50,Lst,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2033,FREMANTLE,SI50-02,PINJARRA,"KWINANA, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20221013
S0005627,Panther,Panther,Mine,Openpit,Operating,J04253,Jaurdi - Cammi's Creek,120.884697,-30.68709,297382,6603166,51,Au Ag,Precious metal,GOLD,,N,,,,,Public,3036,DUNNSVILLE,SH51-09,KALGOORLIE,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",16,KUNANALLING,Eastern Goldfields Superterrane,20221013
S0005631,Hale-Bopp,Hale-Bopp,Mine,Openpit,Operating,J02145,Ravensthorpe - First Quantum,120.400034,-33.666733,258933,6271762,51,Ni Co FeOre Al Mg Ca Carb Cu Zn,Steel alloy metal,NICKEL,Hale-Bopp,Y,"Ni, Co, FeOre, Al, Mg, Ca, Carb, Cu, Zn",Y,,Operating Mine,Public,2930,RAVENSTHORPE,SI51-05,RAVENSTHORPE,"RAVENSTHORPE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",74,PHILLIPS RIVER M.F.,Youanmi Terrane,20221013
S0005670,Logans Sand,Logans Sand / Cybora,Mine,Openpit,Operating,J02137,Logans Sand and Gold / Cybora,121.42553,-31.37883,350280,6527342,51,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3135,YILMIA,SH51-13,BOORABBIN,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Eastern Goldfields Superterrane,20221013
S0005694,Myara S,Huntly - Myara South,Mine,Openpit,Operating,J00779,Wagerup-Pinjarra / Alcoa,116.05947,-32.498088,411644,6403963,50,Bx,Alumina,BAUXITE - ALUMINA,Myara - Huntly,N,,Y,,Operating Mine,Public,2133,JARRAHDALE,SI50-02,PINJARRA,"MURRAY, SHIRE OF","PEEL, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20221013
S0005724,Ewington 2,Ewington 2,Mine,Openpit,Operating,J01096,Collie / Lanco,116.259842,-33.354604,431135,6309156,50,Coal,Energy,COAL,,N,,Y,,Operating Mine,Public,2131,COLLIE,SI50-06,COLLIE,"COLLIE, SHIRE OF","SOUTH WEST, Development Region",12,COLLIE RIVER M.F.,Collie Sub-basin,20221013
S0005786,White Foil,White Foil,Mine,Openpit,Operating,J04814,Mungari / Evolution,121.250603,-30.773726,332586,6594167,51,Au Ag,Precious metal,GOLD,White Foil,N,,Y,,Operating Mine,Public,3136,KALGOORLIE,SH51-09,KALGOORLIE,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Eastern Goldfields Superterrane,20221013
S0005806,Coolimba Limesand/Yarra Sand,Coolimba Limesand / Yarra Sand,Mine,Openpit,Operating,J02170,Coolimba Limesand,114.98489,-29.82612,305289,6698778,50,Lsd Lst-Lsd Lst,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,1838,BEAGLE ISLANDS,SH50-05,DONGARA,"CARNAMAH, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Beagle Ridge,20221013
S0005816,Flynn Drive/Carramar,Flynn Drive Neerabup / Carramar Sand,Mine,Openpit,Operating,J02171,Flynn Drive Neerabup / Carramar Sand,115.802803,-31.683701,386528,6494000,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2034,PERTH,SH50-14,PERTH,"WANNEROO, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20221013
S0005831,Christmas Island Phosphate,Christmas Island Phosphate,Mine,Openpit,Operating,J02179,Christmas Island Phosphate,105.651578,-10.498472,571300,8839400,48,Phos,Industrial mineral,PHOSPHATE,,N,,,,,Public,,,,,"CHRISTMAS ISLAND, SHIRE OF",,,,,20221013
S0005837,Golden Wings,Golden Wings,Mine,Openpit,Operating,J02013,Dalgaranga - Gilbeys,117.295898,-27.821173,529141,6922572,50,Au Ag,Precious metal,GOLD,Golden Wings,N,,Y,,Operating Mine,Public,2342,DALGARANGA,SG50-15,CUE,"MOUNT MAGNET, SHIRE OF","MID-WEST, Development Region",59,YALGOO M.F.,Yilgarn Craton granites,20221013
S0005841,Centenary,Centenary - Oval,Mine,Decline,Operating,J00082,Darlot,121.285769,-27.886146,331261,6914229,51,Au Ag,Precious metal,GOLD,Centenary,N,,Y,,Operating Mine,Public,3142,DARLOT,SG51-13,SIR SAMUEL,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",37,MT. MALCOLM,Eastern Goldfields Superterrane,20221013
S0005842,New Holland S UG,New Holland South Underground,Mine,Decline,Operating,J00098,Agnew - Emu,120.497378,-27.985018,253858,6901934,51,Au Ag,Precious metal,GOLD,Lawlers,N,,Y,,Operating Mine,Public,2942,DEPOT SPRINGS,SG51-13,SIR SAMUEL,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",36,LAWLERS,Yilgarn Craton,20221013
S0005907,Granny Venn,Granny Venn,Mine,Openpit,Operating,J02197,East Menzies Gold,121.091797,-29.664061,315324,6716916,51,Au Ag,Precious metal,GOLD,Granny Venn,N,,Y,,Operating Mine,Public,3138,MENZIES,SH51-05,MENZIES,"MENZIES, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",29,MENZIES,Eastern Goldfields Superterrane,20221013
S0005909,Bulletin U/G,Bulletin Underground,Mine,Decline,Operating,J02624,Matilda,120.246696,-26.61145,225834,7053646,51,Au Ag,Precious metal,GOLD,,N,,,,,Public,2944,WILUNA,SG51-09,WILUNA,"WILUNA, SHIRE OF","MID-WEST, Development Region",53,WILUNA,Eastern Goldfields Superterrane,20221013
S0006416,Federal,Federal,Mine,Openpit,Operating,J00292,Paddington - Mt Pleasant,121.4133,-30.412621,347593,6634423,51,Au Ag,Precious metal,GOLD,Federal,N,,Y,,Operating Mine,Public,3137,BARDOC,SH51-09,KALGOORLIE,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",24,BROAD ARROW M.F.,Yilgarn Craton granites,20221013
S0006418,Lady Rosie,Lady Rosie,Mine,Openpit,Operating,J00017,Cue Gold - Central Murchison,117.801355,-27.395183,579228,6969538,50,Au Ag,Precious metal,GOLD,,N,,,,,Public,2443,CUE,SG50-15,CUE,"CUE, SHIRE OF","MID-WEST, Development Region",20,CUE,Youanmi Terrane,20221013
S0006420,HD1 Flat Top,Hope Downs 1 Flat Top,Mine,Openpit,Operating,J00685,Hope Downs Joint Venture,119.117964,-22.959206,717152,7459430,50,Fe,Iron,IRON ORE,Hope Downs 1,N,,Y,,Operating Mine,Public,2752,WEELI WOLLI,SF50-12,ROY HILL,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Hamersley Basin,20221013
S0006424,Coyle Rd Lot 1304,Byford - Coyle Road Lot 1304,Mine,Openpit,Operating,J02219,Byford - Coyle Rd / NLG Sands,115.892483,-32.255329,395677,6430724,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2033,FREMANTLE,SI50-02,PINJARRA,"SERPENTINE-JARRAHDALE, SHIRE OF","PEEL, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20221013
S0006427,Exmouth Lst/Alcoa,Exmouth Limestone / Alcoa,Mine,Openpit,Operating,J02221,Exmouth Limestone / Alcoa,114.093789,-21.993692,199912,7565019,50,Lst,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,1754,EXMOUTH,SF50-05,ONSLOW,"EXMOUTH, SHIRE OF","GASCOYNE, Development Region",8,ASHBURTON M.F.,Exmouth Sub-basin,20221013
S0006435,Arctic Zone,Arctic Zone,Mine,Openpit,Operating,J00358,Kundana - White Flag,121.220299,-30.693701,329545,6602991,51,Au,Precious metal,GOLD,,N,,,,,Public,3136,KALGOORLIE,SH51-09,KALGOORLIE,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",16,KUNANALLING,Eastern Goldfields Superterrane,20221013
S0006447,Cawse Sand-Gravel North 1,Cawse Sand-Gravel North 1,Mine,Openpit,Operating,J01891,Cawse / Scorpion,121.221764,-30.397474,329167,6635828,51,Gvl Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3137,BARDOC,SH51-09,KALGOORLIE,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",24,BROAD ARROW M.F.,Yilgarn Craton granites,20221013
S0006471,Wesco Rd (Sublease 2&3)/Italia,Wesco Rd - Nowergup (Subleases 2 & 3) / Italia,Mine,Openpit,Operating,J02240,Wesco Rd - Nowergup / Italia - Roadstone,115.766209,-31.643998,383010,6498362,50,Dst Lst Agg,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2034,PERTH,SH50-14,PERTH,"WANNEROO, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20221013
S0006485,Windarra Calcrete,Windarra Calcrete (PACW),Mine,Openpit,Operating,J02291,Mt Zephyr Calcrete,122.120115,-28.486072,413877,6848636,51,Cali CaO Lst,Industrial mineral,LIMESTONE - LIMESAND,Windarra,Y,"Cali, CaO, Lst",Y,,Operating Mine,Public,3341,MOUNT VARDEN,SH51-02,LAVERTON,"LAVERTON, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",39,MT. MORGANS,Yilgarn Craton granites,20221013
S0006486,Porphyry,Porphyry - Ora Banda,Mine,Openpit,Operating,J00292,Paddington - Mt Pleasant,121.0233,-30.49255,310282,6624973,51,Au Ag,Precious metal,GOLD,,N,,,,,Public,3137,BARDOC,SH51-09,KALGOORLIE,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",16,KUNANALLING,Eastern Goldfields Superterrane,20221013
S0006491,Quarry Rd Lot 202 Minigin,Quarry Rd Lot 202 Minigin,Mine,Openpit,Operating,J02245,Quarry Rd Narrogin,117.109538,-32.939852,510239,6355375,50,Agg Dlt,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2332,NARROGIN,SI50-03,CORRIGIN,"NARROGIN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Widgiemooltha Large Igneous Province,20221013
S0006504,Rosemont,Rosemont,Mine,Openpit,Operating,J00009,Duketon / Regis Resources,122.27453,-27.838985,428563,6920423,51,Au Ag,Precious metal,GOLD,Rosemont,N,,Y,,Operating Mine,Public,3342,DUKETON,SG51-14,DUKETON,"LAVERTON, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",38,MT. MARGARET,Eastern Goldfields Superterrane,20221013
S0006538,Mandogalup Rd Lot 501/NE Equity,Mandogalup Road Lot 501 Mandogalup / NE Equity,Mine,Openpit,Operating,J02264,Mandogalup Road / North East Equity Pty Ltd,115.836831,-32.182575,390347,6438734,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2033,FREMANTLE,SI50-02,PINJARRA,"KWINANA, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20221013
S0006551,Postans Rd/Stoneridge,Postans Road / Stoneridge,Mine,Openpit,Operating,J02266,Postans / Stoneridge,115.807178,-32.181951,387551,6438773,50,Lst Lsd,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2033,FREMANTLE,SI50-02,PINJARRA,"KWINANA, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20221013
S0006553,Klondyke,Klondyke,Mine,Openpit,Operating,J02267,Warrawoona Gold / Calidus,119.892303,-21.33811,800006,7637675,50,Au Ag,Precious metal,GOLD,Klondyke,N,,Y,,Operating Mine,Public,2855,MARBLE BAR,SF50-08,MARBLE BAR,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",45,MARBLE BAR,Warrawoona  Large Igneous Province,20221013
S0006557,Karafil,Karafil,Mine,Openpit,Operating,J00776,Worsley,116.424417,-32.910145,446177,6358527,50,Bx,Alumina,BAUXITE - ALUMINA,,N,,Y,,Operating Mine,Public,2132,DWELLINGUP,SI50-02,PINJARRA,"BODDINGTON, SHIRE OF","PEEL, Development Region",70,SOUTH WEST M.F.,South West Terrane,20221013
S0006568,Jakarta,Jakarta,Mine,Openpit,Operating,J00292,Paddington - Mt Pleasant,121.401912,-30.42485,346519,6633052,51,Au Ag,Precious metal,GOLD,,N,,,,,Public,3137,BARDOC,SH51-09,KALGOORLIE,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",24,BROAD ARROW M.F.,Yilgarn Craton granites,20221013
S0006569,Anchor-Zeta,Anchor - Zeta,Mine,Openpit,Under Development,J00009,Duketon / Regis Resources,122.34753,-27.672218,435653,6938936,51,Au Ag,Precious metal,GOLD,,N,,,,,Public,3342,DUKETON,SG51-14,DUKETON,"LAVERTON, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",38,MT. MARGARET,Burtville Terrane,20221013
S0006570,Fort William,Fort William,Mine,Openpit,Operating,J00019,Binduli,121.384102,-30.788719,345388,6592697,51,Au Ag,Precious metal,GOLD,,N,,,,,Public,3136,KALGOORLIE,SH51-09,KALGOORLIE,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",26,EAST COOLGARDIE,Eastern Goldfields Superterrane,20221013
S0006595,Rowley Road Lot 10 Mandogalup,Rowley Road Lot 10 Mandogalup,Mine,Openpit,Operating,J05430,Frankland Park Sand,115.839544,-32.185268,390606,6438438,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2033,FREMANTLE,SI50-02,PINJARRA,"KWINANA, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20221013
S0006621,Sunrise Dam Underground,Sunrise Dam Underground,Mine,Decline,Operating,J01703,Sunrise Dam,122.419353,-29.079405,443488,6783078,51,Au Ag As,Precious metal,GOLD,Sunrise Dam,N,,Y,,Operating Mine,Public,3339,LAKE CAREY,SH51-06,EDJUDINA,"LAVERTON, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",39,MT. MORGANS,Eastern Goldfields Superterrane,20221013
S0006640,MMN 1,Mt Marion North Pit 1 (N01),Mine,Openpit,Operating,J02285,Mt Marion Lithium,121.461471,-31.073597,353227,6561224,51,Li Ta Mica Spd Li2O,Speciality metal,TIN - TANTALUM - LITHIUM,,N,,,,,Public,3135,YILMIA,SH51-13,BOORABBIN,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Eastern Goldfields Superterrane,20221013
S0006651,Zone 124,Plutonic Zone 124,Mine,Decline,Operating,J00417,Plutonic Gold,119.442299,-25.30196,745893,7199375,50,Au Ag,Precious metal,GOLD,,N,,,,,Public,2747,THREE RIVERS,SG50-08,PEAK HILL,"MEEKATHARRA, SHIRE OF","MID-WEST, Development Region",52,PEAK HILL M.F.,Yilgarn Craton granites,20221013
S0006652,Plutonic NW,Plutonic Northwest,Mine,Decline,Operating,J00417,Plutonic Gold,119.438004,-25.314529,745435,7197990,50,Au Ag,Precious metal,GOLD,,N,,,,,Public,2747,THREE RIVERS,SG50-08,PEAK HILL,"MEEKATHARRA, SHIRE OF","MID-WEST, Development Region",52,PEAK HILL M.F.,Eastern Goldfields Superterrane,20221013
S0006664,Fitzroy River Sand/Carthy,Fitzroy River Sand / Carthy,Mine,Openpit,Operating,J02295,Fitzroy River - Willare / Carthy,123.643204,-17.723699,568198,8040266,51,Sd Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3662,YEEDA,SE51-07,DERBY,"DERBY/WEST KIMBERLEY, SHIRE OF","KIMBERLEY, Development Region",4,WEST KIMBERLEY M.F.,Fitzroy Trough,20221013
S0006668,The Mount,The Mount,Mine,Decline,Operating,J01339,The Mount,121.56947,-31.528304,364185,6510960,51,Au Ag,Precious metal,GOLD,The Mount,N,,Y,,Operating Mine,Public,3234,COWAN,SH51-14,WIDGIEMOOLTHA,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Eastern Goldfields Superterrane,20221013
S0006685,Shoemaker-Levy,Shoemaker - Levy,Mine,Openpit,Operating,J02145,Ravensthorpe - First Quantum,120.325452,-33.576416,251757,6281603,51,Ni Co FeOre Al Mg Ca Carb Cu Zn,Steel alloy metal,NICKEL,Shoemaker - Levy,Y,"Ni, Co, FeOre, Al, Mg, Ca, Carb, Cu, Zn",Y,,Operating Mine,Public,2930,RAVENSTHORPE,SI51-05,RAVENSTHORPE,"RAVENSTHORPE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",74,PHILLIPS RIVER M.F.,Youanmi Terrane,20221013
S0006687,Golden Orb,Golden Orb,Mine,Openpit,Operating,J02854,Marda / Southern Cross,119.182297,-30.285641,709897,6647546,50,Au Ag,Precious metal,GOLD,Golden Orb,N,,Y,,Operating Mine,Public,2737,JACKSON,SH50-12,JACKSON,"YILGARN, SHIRE OF","WHEATBELT, Development Region",77,YILGARN M.F.,Youanmi Terrane,20221013
S0006691,Fitzroy Crossing North,Fitzroy Crossing North / Lorice-Loo,Mine,Openpit,Operating,J02304,Fitzroy Crossing / Lorice-Loo,125.585565,-18.191998,773492,7986645,51,Sd Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,4061,FITZROY CROSSING,SE51-12,NOONKANBAH,"DERBY/WEST KIMBERLEY, SHIRE OF","KIMBERLEY, Development Region",4,WEST KIMBERLEY M.F.,Lennard Shelf,20221013
S0006727,Beta Hunt,Beta Hunt Surface Gold,Mine,Openpit,Operating,J00178,Kambalda - St Ives,121.696799,-31.246434,375905,6542354,51,Au Ag,Precious metal,GOLD,,N,,Y,,Operating Mine,Public,3235,LAKE LEFROY,SH51-14,WIDGIEMOOLTHA,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Eastern Goldfields Superterrane,20221013
S0006746,Starlight UG,Starlight Underground,Mine,Decline,Operating,J00109,Fortnum,118.358498,-25.321899,636734,7198714,50,Au Ag,Precious metal,GOLD,Starlight-Fortnum,N,,Y,,Operating Mine,Public,2547,MILGUN,SG50-07,ROBINSON RANGE,"MEEKATHARRA, SHIRE OF","MID-WEST, Development Region",52,PEAK HILL M.F.,Bryah Basin,20221013
S0009463,Regal,Regal - Boorara,Mine,Openpit,Operating,J02851,Boorara / Horizon,121.638346,-30.799029,369731,6591878,51,Au Ag,Precious metal,GOLD,,N,,,,,Public,3236,KANOWNA,SH51-10,KURNALPI,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",26,EAST COOLGARDIE,Eastern Goldfields Superterrane,20221013
S0016708,Roebuck Plains/Connolly,Roebuck Plains / Connolly,Mine,Openpit,Operating,J02347,Roebuck Plains / Connolly,122.69929,-17.81843,468134,8029877,51,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3462,LAKE EDA,SE51-06,BROOME,"BROOME, SHIRE OF","KIMBERLEY, Development Region",4,WEST KIMBERLEY M.F.,Fitzroy Trough,20221013
S0016736,Milky Way,Milky Way,Mine,Openpit,Operating,J00156,Mt Magnet,117.788887,-28.053322,577528,6896640,50,Au Ag,Precious metal,GOLD,,N,,,,,Public,2441,MOUNT MAGNET,SH50-03,KIRKALOCKA,"MOUNT MAGNET, SHIRE OF","MID-WEST, Development Region",58,MT. MAGNET,Youanmi Terrane,20221013
S0017008,TSF1,Greenbushes TSF1,Mine,Tailings storage facility,Operating,J04090,Greenbushes Lithium,116.060204,-33.877041,413086,6251080,50,Ta Li Sn,Speciality metal,TIN - TANTALUM - LITHIUM,,N,,,,,Public,2130,BRIDGETOWN,SI50-06,COLLIE,"BRIDGETOWN-GREENBUSHES, SHIRE OF","SOUTH WEST, Development Region",1,GREENBUSHES M.F.,South West Terrane,20221013
S0017117,Wesco Rd Lot 11/Meteor Stone,Wesco Rd Lot 11 Nowergup / Meteor Stone,Mine,Openpit,Operating,J02386,Wesco Rd - Nowergup (EIL) / Meteor Stone,115.748299,-31.640751,381307,6498703,50,Sdst Lst,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2034,PERTH,SH50-14,PERTH,"WANNEROO, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20221013
S0017129,Pegasus,Pegasus - Kundana East,Mine,Decline,Operating,J01718,Kundana East,121.256852,-30.737972,333123,6598139,51,Au Ag,Precious metal,GOLD,Pegasus,N,,Y,,Operating Mine,Public,3136,KALGOORLIE,SH51-09,KALGOORLIE,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Eastern Goldfields Superterrane,20221013
S0017132,Wattle Ave West/Urbanstone 1,Wattle Avenue West / Urbanstone 1,Mine,Openpit,Operating,J02034,Wattle Avenue West Nowergup / Adelaide Brighton,115.7737,-31.655711,383735,6497072,50,Lst,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2034,PERTH,SH50-14,PERTH,"WANNEROO, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20221013
