SITE_CODE,SHORT_TITLE,TITLE,SITE_TYPE,SUB_TYPE,STAGE,PROJ_CODE,PROJECT_TITLE,LONGITUDE,LATITUDE,EASTING,NORTHING,MGA_ZONE,COMMODITIES,COMMODITY_GROUP_NAME,TARGET_GROUP_NAME,MAP_LABEL_NAME,INCLUDE_COMMODITY_FLAG,MAP_COMMODITIES,ACTIVE_FLAG,SYMBOL,MAP_SERIES,CONFIDENTIALITY,MAP_SHEET_NO_100K,MAP_SHEET_NAME_100K,MAP_SHEET_NO_250K,MAP_SHEET_NAME_250K,LGA_NAME,DEVELOPMENT_REGION,DISTRICT_NO,DISTRICT_NAME,TECTONIC_UNIT,EXTRACT_DATE
S0004814,Peel Estate/Cumming,Peel Estate / Cumming,Mine,Openpit,Operating,J01795,Peel Estate / Cumming,115.910301,-32.241531,397340,6432271,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2033,FREMANTLE,SI50-02,PINJARRA,"SERPENTINE-JARRAHDALE, SHIRE OF","PEEL, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20221013
S0004815,King Rd Lot 422 Oldbury,King Road Lot 422 Oldbury / CIM,Mine,Openpit,Operating,J01796,Peel Estate / Cook Industrial Minerals,115.912535,-32.247055,397556,6431660,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2033,FREMANTLE,SI50-02,PINJARRA,"SERPENTINE-JARRAHDALE, SHIRE OF","PEEL, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20221013
S0004820,Walyunga Rd Lot 5/Stargaze,Walyunga Rd Lot 5 Bullsbrook / Stargaze,Mine,Openpit,Operating,J01801,Upper Swan - Walyunga / Stargaze,116.038365,-31.730207,408902,6489066,50,Sd Clay,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2134,WOOROLOO,SH50-14,PERTH,"SWAN, CITY OF",METRO,70,SOUTH WEST M.F.,South West Terrane,20221013
S0004836,Millar Rd Lot 2170/WA Lst,Millar Rd Lot 2170 Baldivis / WA Limestone,Mine,Openpit,Operating,J01814,Baldivis - Millar Rd / WA Limestone,115.821418,-32.288512,389023,6426974,50,Lst Sd,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2033,FREMANTLE,SI50-02,PINJARRA,"ROCKINGHAM, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20221013
S0004837,Kerosene Lane Lot 800/WA Lmst,Kerosene Lane Lot 800 Baldivis / WA Limestone,Mine,Openpit,Operating,J01814,Baldivis - Millar Rd / WA Limestone,115.815709,-32.296012,388495,6426137,50,Lst Sd,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2033,FREMANTLE,SI50-02,PINJARRA,"ROCKINGHAM, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20221013
S0004839,Paganoni Rd Lot 500/Hanson,Paganoni Rd Lot 500 Karnup / Hanson,Mine,Openpit,Operating,J01816,Singleton East - Paganoni Road / Hanson Constructions,115.788256,-32.430787,386079,6411167,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2033,FREMANTLE,SI50-02,PINJARRA,"ROCKINGHAM, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20221013
S0004840,Mathews Quarry,Postans - Mathews Quarry,Mine,Openpit,Operating,J01199,Kwinana / Swan Portland,115.806884,-32.187359,387530,6438173,50,Lst,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2033,FREMANTLE,SI50-02,PINJARRA,"KWINANA, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20221013
S0004841,Postans Rd Hope Valley/WA Lmst,Postans Rd Hope Valley / WA Limestone,Mine,Openpit,Operating,J01512,Wattleup / WA Limestone,115.808825,-32.196147,387724,6437201,50,Lst Lsd,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2033,FREMANTLE,SI50-02,PINJARRA,"KWINANA, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20221013
S0004843,Johnson Rd Wellard/ Hanson,Johnson Rd Lot 2 Wellard / Hanson,Mine,Openpit,Operating,J01819,Wellard / Hanson Construction,115.852798,-32.260151,391944,6430150,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2033,FREMANTLE,SI50-02,PINJARRA,"KWINANA, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20221013
S0004845,Jandakot Rd Lot 130 North/NLG,Jandakot Road Lot 130 Banjup - North / NLG,Mine,Openpit,Operating,J01821,Banjup - Jandakot Road / NLG,115.895851,-32.118389,395839,6445908,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2033,FREMANTLE,SI50-02,PINJARRA,"COCKBURN, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20221013
S0004846,Mason Rd/GMF,Jandakot - Mason Rd / GMF,Mine,Openpit,Operating,J01822,Jandakot - Mason Rd / GMF,115.899002,-32.115421,396132,6446240,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2033,FREMANTLE,SI50-02,PINJARRA,"COCKBURN, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20221013
S0004877,Santa,Santa,Mine,Decline,Operating,J00251,Randalls - Mt Monger,122.209736,-31.040615,424587,6565628,51,Au Ag,Precious metal,GOLD,Santa,N,,Y,,Operating Mine,Public,3335,MOUNT BELCHES,SH51-14,WIDGIEMOOLTHA,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",25,BULONG,Eastern Goldfields Superterrane,20221013
S0004886,Janet Ivy,Janet Ivy,Mine,Openpit,Operating,J00019,Binduli,121.383328,-30.774467,345291,6594275,51,Au Ag,Precious metal,GOLD,Janet Ivy,N,,Y,,Operating Mine,Public,3136,KALGOORLIE,SH51-09,KALGOORLIE,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",26,EAST COOLGARDIE,Eastern Goldfields Superterrane,20221013
S0004910,Nickol Bay Northwest / Karratha Earthmoving,Nickol Bay Northwest / Karratha Earthmoving,Mine,Openpit,Operating,J01549,Nickol Bay / Karratha Earthmoving,116.898697,-20.726801,489453,7708084,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2256,DAMPIER,SF50-02,DAMPIER,"KARRATHA, CITY OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Gorge Creek Basin,20221013
S0004924,Karratha Stone/North,Karratha Stone / North,Mine,Openpit,Operating,J01855,Karratha Stone / North,116.942828,-21.071238,494061,7669967,50,Sdst Dst,Construction material,DIMENSION STONE,,N,,,,,Public,2255,PINDERI HILLS,SF50-06,YARRALOOLA,"KARRATHA, CITY OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Northwest Pilbara Sub-basin,20221013
S0004927,Maid Marion,Maid Marion - Meekatharra North,Mine,Openpit,Operating,J00017,Cue Gold - Central Murchison,118.5933,-26.46312,658836,7072043,50,Au Ag,Precious metal,GOLD,,N,,,,,Public,2645,GLENGARRY,SG50-12,GLENGARRY,"MEEKATHARRA, SHIRE OF","MID-WEST, Development Region",51,MEEKATHARRA,Youanmi Terrane,20221013
S0004954,Moonbeam,Moonbeam,Mine,Openpit,Operating,J00358,Kundana - White Flag,121.243797,-30.7213,331844,6599968,51,Au Ag,Precious metal,GOLD,,N,,,,,Public,3136,KALGOORLIE,SH51-09,KALGOORLIE,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",16,KUNANALLING,Eastern Goldfields Superterrane,20221013
S0004988,Vivien,Vivien,Mine,Openpit,Operating,J04242,Vivien,120.568522,-27.976476,260839,6903022,51,Au Ag,Precious metal,GOLD,,N,,,,,Public,3042,SIR SAMUEL,SG51-13,SIR SAMUEL,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",36,LAWLERS,Eastern Goldfields Superterrane,20221013
S0004991,Atriedes,Atriedes - Karonie,Mine,Openpit,Operating,J00184,Aldiss - Karonie,122.559575,-31.065608,457983,6563043,51,Au Ag,Precious metal,GOLD,,N,,,,,Public,3435,ERAYINIA,SH51-14,WIDGIEMOOLTHA,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",28,KURNALPI,Eastern Goldfields Superterrane,20221013
S0005001,Marillana Ck Central 1,Marillana Creek Central Mesa 1,Mine,Openpit,Operating,J00571,Marillana Creek - Yandi / BHPB,119.065498,-22.718639,712144,7486149,50,Fe,Iron,IRON ORE,,N,,,,,Public,2752,WEELI WOLLI,SF50-12,ROY HILL,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Hamersley Basin,20221013
S0005030,Maxwells,Maxwells,Mine,Decline,Operating,J00251,Randalls - Mt Monger,122.198932,-31.08101,423589,6561144,51,Au Ag,Precious metal,GOLD,Maxwells,N,,Y,,Operating Mine,Public,3335,MOUNT BELCHES,SH51-14,WIDGIEMOOLTHA,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",25,BULONG,Eastern Goldfields Superterrane,20221013
S0005034,Sparks ,Sparks - Wickepin,Mine,Openpit,Operating,J01890,Wickepin Kaolin,117.728627,-32.829597,568196,6367368,50,Clay-white Kln,Industrial mineral,CLAYS,Sparks,Y,"Clay-white, Kln",Y,,Operating Mine,Public,2432,YEALERING,SI50-03,CORRIGIN,"WICKEPIN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20221013
S0005036,Cawse Sand-Gravel,Cawse Sand-Gravel,Mine,Openpit,Operating,J01891,Cawse / Scorpion,121.230558,-30.422786,330056,6633035,51,Sd Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3137,BARDOC,SH51-09,KALGOORLIE,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",24,BROAD ARROW M.F.,Yilgarn Craton granites,20221013
S0005037,Carbarup/Hanson,Carbarup / Hanson,Mine,Openpit,Operating,J01892,Carbarup Aggregate / Hanson  Construction,117.692497,-34.522739,563557,6179664,50,Agg,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2428,MOUNT BARKER,SI50-11,MOUNT BARKER,"PLANTAGENET, SHIRE OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Biranup Zone,20221013
S0005040,Murrin North,Murrin North (PAN Production),Mine,Openpit,Operating,J00480,Murrin Murrin / Minara,121.8955,-28.747169,392157,6819525,51,Ni Co,Steel alloy metal,NICKEL,Murrin North,Y,"Ni, Co",Y,,Operating Mine,Public,3240,MINERIE,SH51-02,LAVERTON,"LAVERTON, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",39,MT. MORGANS,Eastern Goldfields Superterrane,20221013
S0005063,Otto Bore,Otto Bore,Mine,Openpit,Operating,J02419,Thunderbox Gold,121.015082,-28.111005,305016,6888909,51,Au Ag,Precious metal,GOLD,,N,,,,,Public,3141,WEEBO,SH51-01,LEONORA,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",36,LAWLERS,Eastern Goldfields Superterrane,20221013
S0005074,Cockeyed Bob Deeps,Cockeyed Bob Deeps,Mine,Decline,Operating,J00251,Randalls - Mt Monger,122.176786,-31.088521,421482,6560296,51,Au Ag,Precious metal,GOLD,Cockeyed Bob,N,,Y,,Operating Mine,Public,3335,MOUNT BELCHES,SH51-14,WIDGIEMOOLTHA,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",25,BULONG,Eastern Goldfields Superterrane,20221013
S0005156,King of the Hills,King of the Hills Underground,Mine,Decline,Operating,J00186,Tarmoola - King of the Hills,121.163002,-28.671459,320497,6827032,51,Au Ag,Precious metal,GOLD,King of the Hills,N,,Y,,Operating Mine,Public,3140,LEONORA,SH51-01,LEONORA,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",37,MT. MALCOLM,Eastern Goldfields Superterrane,20221013
S0005315,Gilbeys,Gilbeys - Dalgaranga,Mine,Openpit,Operating,J02013,Dalgaranga - Gilbeys,117.265226,-27.846241,526115,6919802,50,Au Ag,Precious metal,GOLD,Gilbeys,N,,Y,,Operating Mine,Public,2342,DALGARANGA,SG50-15,CUE,"MOUNT MAGNET, SHIRE OF","MID-WEST, Development Region",59,YALGOO M.F.,Yilgarn Craton granites,20221013
S0005322,Elverdton Dumps,Elverdton Dumps,Mine,Tailings storage facility,Operating,J02016,Elverdton Dumps,120.147935,-33.625027,235424,6275771,51,Cu Au,Base metal,COPPER - LEAD - ZINC,Elverdton Dumps Cu-fertiliser,N,,Y,,Operating Mine,Public,2930,RAVENSTHORPE,SI51-05,RAVENSTHORPE,"RAVENSTHORPE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",74,PHILLIPS RIVER M.F.,Youanmi Terrane,20221013
S0005340,Jenkins Rd Lot 22 / Quarry Park,Jenkins Rd Bullsbrook Lot 22 / Quarry Park,Mine,Openpit,Operating,J02022,Bullsbrook / Quarry Park,116.050903,-31.6068,409970,6502755,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2134,WOOROLOO,SH50-14,PERTH,"SWAN, CITY OF",METRO,70,SOUTH WEST M.F.,Yilgarn Craton granites,20221013
S0005344,Red Hill/Hanson,Red Hill / Hanson,Mine,Openpit,Operating,J00977,Herne Hill / Hanson Construction,116.07804,-31.826824,412751,6478389,50,Agg,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2134,WOOROLOO,SH50-14,PERTH,"SWAN, CITY OF",METRO,70,SOUTH WEST M.F.,Yilgarn Craton granites,20221013
S0005346,Quairnie Rock,Quairnie Rock,Mine,Openpit,Operating,J02025,Quairnie Rock,121.092499,-31.25275,318365,6540817,51,Gvl Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3135,YILMIA,SH51-13,BOORABBIN,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Yilgarn Craton granites,20221013
S0005365,Bungarra,Bungarra,Mine,Openpit,Operating,J01639,North Laverton Gold,121.466839,-27.400148,348419,6968310,51,Au Ag,Precious metal,GOLD,,N,,,,,Public,3143,WANGGANNOO,SG51-13,SIR SAMUEL,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",37,MT. MALCOLM,Eastern Goldfields Superterrane,20221013
S0005388,Cutters Ridge Main,Cutters Ridge Main,Mine,Openpit,Operating,J04814,Mungari / Evolution,121.182302,-30.771702,326045,6594286,51,Au Ag,Precious metal,GOLD,Cutters Ridge,N,,Y,,Operating Mine,Public,3136,KALGOORLIE,SH51-09,KALGOORLIE,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Eastern Goldfields Superterrane,20221013
S0005396,Broome Road South Sand/McCorryBrown,Broome Road South Sand / McCorryBrown,Mine,Openpit,Operating,J01131,Roebuck Plains / McCorry Brown,122.357755,-17.885807,431965,8022331,51,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3362,BROOME,SE51-06,BROOME,"BROOME, SHIRE OF","KIMBERLEY, Development Region",4,WEST KIMBERLEY M.F.,Jurgurra Terrace,20221013
S0005401,Chittering S/Patterson,Chittering South - Gt Eastern Hwy / Patterson,Mine,Openpit,Operating,J02038,Chittering South / Patterson,116.0541,-31.45248,410125,6519863,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2135,CHITTERING,SH50-14,PERTH,"CHITTERING, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,South West Terrane,20221013
S0005408,Broome 70 Kilometre,Broome - Seventy Kilometre,Mine,Openpit,Operating,J02363,Collins Lagoon,122.842865,-17.77689,483344,8034491,51,Brck Gvl Sdc Lst,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3462,LAKE EDA,SE51-06,BROOME,"BROOME, SHIRE OF","KIMBERLEY, Development Region",4,WEST KIMBERLEY M.F.,Fitzroy Trough,20221013
S0005409,Millar Rd/Boral,Baldivis - Millar Rd / Boral,Mine,Openpit,Operating,J02046,Baldivis - Millar Rd / Boral,115.82805,-32.283637,389642,6427522,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2033,FREMANTLE,SI50-02,PINJARRA,"ROCKINGHAM, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20221013
S0005410,Wesco Rd (Sublease 1) / Meteor Stone,Wesco Rd - Nowergup (Sublease 1) / Meteor Stone,Mine,Openpit,Operating,J01694,Wesco Rd - Nowergup / Meteor Stone,115.761665,-31.645369,382581,6498206,50,Dst Lst,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2034,PERTH,SH50-14,PERTH,"WANNEROO, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20221013
S0005435,Merivale - Mt Edward,Merivale - Mt Edward,Mine,Openpit,Operating,J02052,Merivale - Esperance Granite,122.0317,-33.79665,410365,6259969,51,Dst Gran,Construction material,DIMENSION STONE,,N,,,,,Public,3330,MERIVALE,SI51-06,ESPERANCE,"ESPERANCE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",63,DUNDAS M.F.,Scaddan Embayment,20221013
S0005451,Bullsbrook South Stage 1 / Midland Brick,Bullsbrook South Stage 1 - Parkes / Midland Brick,Mine,Openpit,Operating,J00879,Bullsbrook / Midland Brick,116.049004,-31.690611,409871,6493464,50,Cybk,Construction material,CLAYS,,N,,,,,Public,2134,WOOROLOO,SH50-14,PERTH,"SWAN, CITY OF",METRO,70,SOUTH WEST M.F.,South West Terrane,20221013
S0005456,Morangup Rd - Squarchini,Morangup Rd - Squarchini,Mine,Openpit,Operating,J02057,Toodyay / Midland Brick,116.340974,-31.59807,437480,6503925,50,Cyfi,Construction material,CLAYS,,N,,,,,Public,2134,WOOROLOO,SH50-14,PERTH,"TOODYAY, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,South West Terrane,20221013
S0005458,Salt Valley Rd Lot 1,Salt Valley Road Lot 1 Hoddys Well,Mine,Openpit,Operating,J02057,Toodyay / Midland Brick,116.432679,-31.648172,446209,6498420,50,Cyfi,Construction material,CLAYS,,N,,,,,Public,2134,WOOROLOO,SH50-14,PERTH,"TOODYAY, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,South West Terrane,20221013
S0005461,Chitty Rd-J and F Red,Chitty Rd - J and F Red / Australbricks,Mine,Openpit,Operating,J01794,Cardup - Keysbrook - Toodyay / Austral Bricks,116.486198,-31.68264,451301,6494625,50,Cyfi,Construction material,CLAYS,,N,,,,,Public,2134,WOOROLOO,SH50-14,PERTH,"TOODYAY, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,South West Terrane,20221013
S0005463,Chitty Rd Lot 11/Australbricks,Chitty Rd Lot 11 Hoddys Well / Australbricks,Mine,Openpit,Operating,J01794,Cardup - Keysbrook - Toodyay / Austral Bricks,116.471199,-31.670775,449874,6495934,50,Cyfi,Construction material,CLAYS,,N,,,,,Public,2134,WOOROLOO,SH50-14,PERTH,"TOODYAY, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,South West Terrane,20221013
S0005464,Chitty Rd-Maslens,Chitty Rd - Maslens / Australbricks,Mine,Openpit,Operating,J01794,Cardup - Keysbrook - Toodyay / Austral Bricks,116.458504,-31.681,448676,6494794,50,Cyfi,Construction material,CLAYS,,N,,,,,Public,2134,WOOROLOO,SH50-14,PERTH,"NORTHAM, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,South West Terrane,20221013
S0005467,Apple St-Almeria Pde Lot 23 and 51/Australbricks,Apple St-Almeria Pde Upper Swan Lot 23 and 51 / Australbricks,Mine,Openpit,Operating,J02059,Muchea - Upper Swan / Austral Bricks,116.028575,-31.761495,408005,6485590,50,Cyfi,Construction material,CLAYS,,N,,,,,Public,2134,WOOROLOO,SH50-14,PERTH,"SWAN, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20221013
S0005468,Lees Pit Great Northern Hwy Lot 201 / Austral Bricks,Lees Pit Lot 201 (1528) Great Northern Hwy / Austral Bricks,Mine,Openpit,Operating,J02059,Muchea - Upper Swan / Austral Bricks,116.039005,-31.759669,408991,6485801,50,Cyfi,Construction material,CLAYS,,N,,,,,Public,2134,WOOROLOO,SH50-14,PERTH,"SWAN, CITY OF",METRO,70,SOUTH WEST M.F.,Yilgarn Craton granites,20221013
S0005470,Great Northern Highway Lot 10 / Parns,Great Northern Highway Bullsbrook South Lot 10 / Parns,Mine,Openpit,Operating,J02059,Muchea - Upper Swan / Austral Bricks,116.044601,-31.712999,409475,6490978,50,Cyfi,Construction material,CLAYS,,N,,,,,Public,2134,WOOROLOO,SH50-14,PERTH,"SWAN, CITY OF",METRO,70,SOUTH WEST M.F.,South West Terrane,20221013
S0005477,Winchester,Winchester,Mine,Openpit,Operating,J02060,Winchester,115.910896,-29.71356,394654,6712457,50,Agg Dst,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2038,CARNAMAH,SH50-06,PERENJORI,"CARNAMAH, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20221013
S0005478,Old Bunbury Rd/Australbricks,Old Bunbury Rd / Australbricks,Mine,Openpit,Operating,J02061,Coolup / Austral Bricks,115.768138,-32.774623,384629,6373026,50,Sd Clay,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2032,PINJARRA,SI50-02,PINJARRA,"MURRAY, SHIRE OF","PEEL, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20221013
S0005479,Adelaide Rd,Adelaide Road,Mine,Openpit,Operating,J02062,Carcoola,115.963097,-32.60767,402708,6391730,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2032,PINJARRA,SI50-02,PINJARRA,"MURRAY, SHIRE OF","PEEL, Development Region",70,SOUTH WEST M.F.,South West Terrane,20221013
S0005480,Lakes Rd Nambeelup,Lakes Road Nambeelup,Mine,Openpit,Operating,J02062,Carcoola,115.832603,-32.518749,390355,6401462,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2032,PINJARRA,SI50-02,PINJARRA,"MURRAY, SHIRE OF","PEEL, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20221013
S0005486,Mooliabeenee Rd/Turner,Mooliabeenee Rd / Turner,Mine,Openpit,Operating,J02068,Gingin / Turner,115.942802,-31.35709,399448,6530339,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2035,GINGIN,SH50-14,PERTH,"GINGIN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Beermullah Trough,20221013
S0005498,Whitby/WA Bluemetal,Whitby / WA Bluemetal,Mine,Openpit,Operating,J02075,Byford / WA Bluemetal,116.030269,-32.286978,408688,6427341,50,Agg Gvl Aggc,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2133,JARRAHDALE,SI50-02,PINJARRA,"SERPENTINE-JARRAHDALE, SHIRE OF","PEEL, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20221013
S0005499,Toodyay Rd Lot 5/McGuinness,Toodyay Rd Lot 5 Toodyay / McGuinness,Mine,Openpit,Operating,J02077,Avon Earthworks Sand and Gravel,116.428404,-31.603155,445778,6503408,50,Gvl Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2134,WOOROLOO,SH50-14,PERTH,"TOODYAY, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,South West Terrane,20221013
S0005501,Chitty Rd Lot 11/BGC,Chitty Rd Lot 11 Hoddys Well / BGC,Mine,Openpit,Operating,J03395,Bullsbrook - Toodyay / BGC,116.456889,-31.660437,448511,6497073,50,Cyfi Kln,Construction material,CLAYS,,N,,,,,Public,2134,WOOROLOO,SH50-14,PERTH,"TOODYAY, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,South West Terrane,20221013
S0005502,Marri Rd/Wroth,Marri Rd / Wroth,Mine,Openpit,Operating,J02078,Toodyay West / Wroth,116.317596,-31.501249,435196,6514643,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2134,WOOROLOO,SH50-14,PERTH,"TOODYAY, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,South West Terrane,20221013
S0005503,Clackline Rd/Atlas,Clackline Rd / Atlas,Mine,Openpit,Operating,J02079,Toodyay / Atlas,116.482399,-31.656691,450928,6497500,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2134,WOOROLOO,SH50-14,PERTH,"TOODYAY, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,South West Terrane,20221013
S0005510,Forrest Rd/North,Forrest Rd / North,Mine,Openpit,Operating,J02083,Toodyay / North,116.573402,-31.49152,459484,6515844,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2235,GOOMALLING,SH50-14,PERTH,"TOODYAY, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,South West Terrane,20221013
S0005513,Chitty Rd/Clackline,Chitty Rd / Clackline,Mine,Openpit,Operating,J02084,Bakers Hill / Clackline,116.499802,-31.714279,452607,6491124,50,Aggc Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2134,WOOROLOO,SH50-14,PERTH,"NORTHAM, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,South West Terrane,20221013
S0005514,Old Coast Rd Lot 2711/WA Lmst,Old Coast Rd Lot 2711 Herron / WA Limestone,Mine,Openpit,Operating,J02085,Lake Clifton / WA Limestone,115.672691,-32.765382,375677,6373943,50,Lst Lsd,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2032,PINJARRA,SI50-02,PINJARRA,"MANDURAH, CITY OF","PEEL, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20221013
S0005516,Mandurah Rd Lot 9003/Italia,Mandurah Rd Lot 9003 Lakelands / Italia,Mine,Openpit,Operating,J02087,Mandurah / Italia,115.768861,-32.459102,384291,6408007,50,Lst,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2033,FREMANTLE,SI50-02,PINJARRA,"MANDURAH, CITY OF","PEEL, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20221013
S0005519,Jenkins Rd Lot 9 / Congiu,Jenkins Rd Bullsbrook Lot 9 / Congiu,Mine,Openpit,Operating,J02090,Bullsbrook / Congiu,116.045898,-31.61412,409502,6501939,50,Sd Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2134,WOOROLOO,SH50-14,PERTH,"SWAN, CITY OF",METRO,70,SOUTH WEST M.F.,Yilgarn Craton granites,20221013
S0005523,Clackline/Hanson,Clackline / Hanson,Mine,Openpit,Operating,J02092,Clackline Sand / Hanson,116.502133,-31.700056,452821,6492702,50,Sd Sisd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2234,NORTHAM,SH50-14,PERTH,"NORTHAM, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,South West Terrane,20221013
S0005524,Northam-Toodyay Rd Lot 102/Smart,Northam-Toodyay Rd Lot 102 Katrine / Smart,Mine,Openpit,Operating,J02093,Northam / Smart,116.548592,-31.637493,457195,6499656,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2234,NORTHAM,SH50-14,PERTH,"NORTHAM, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,South West Terrane,20221013
