SITE_CODE,PROJ_CODE,TITLE,SUB_TYPE,STAGE,PROJECT_TITLE,LONGITUDE,LATITUDE,COMMODITIES,COMMODITY_GROUP_NAME,TARGET_GROUP_NAME,LGA_NAME,DISTRICT_NAME,TECTONIC_UNIT
S0224078,J03769,Pertha May,Openpit,Operating,Pertha M,118.65181000000001,-31.275178999999998,Au Ag,Precious metal,GOLD,"WESTONIA, SHIRE OF",YILGARN M.F.,South West Terrane
S0224200,J01646,Firetail South,Openpit,Operating,Solomon - Greater Solomon,117.91799999999999,-22.141,Fe,Iron,IRON ORE,"ASHBURTON, SHIRE OF",WEST PILBARA M.F.,Hamersley Basin
S0224327,J00094,Maingays,Openpit,Operating,Porphyry - Northern Operations,122.28193300000001,-29.783519000000002,Au Ag,Precious metal,GOLD,"MENZIES, SHIRE OF",YERILLA,Yilgarn Craton granites
S0224334,J04019,Red October Underground,Decline,Operating,Red October,122.413546,-29.217297,Au Ag,Precious metal,GOLD,"LEONORA, SHIRE OF",MT. MORGANS,Eastern Goldfields Superterrane
S0224380,J03682,Iron Valley Stage 1,Openpit,Operating,Iron Valley,119.312614,-22.731714,Fe,Iron,IRON ORE,"EAST PILBARA, SHIRE OF",WEST PILBARA M.F.,Hamersley Basin
S0224389,J03263,Conductor 4,Decline,Under Development,DeGrussa - Monty,119.328832,-25.542653,Cu Au Ag,Base metal,COPPER - LEAD - ZINC,"MEEKATHARRA, SHIRE OF",PEAK HILL M.F.,Bryah Basin
S0224441,J03488,Bibra,Openpit,Operating,Karlawinda Gold,120.09588899999999,-23.765145,Au Ag,Precious metal,GOLD,"MEEKATHARRA, SHIRE OF",PEAK HILL M.F.,Collier Basin
S0224513,J00009,Garden Well,Openpit,Operating,Duketon / Regis Resources,122.356001,-27.906395,Au Ag,Precious metal,GOLD,"LAVERTON, SHIRE OF",MT. MARGARET,Burtville Terrane
S0224582,J00757,Spotted Quoll Main and North Underground,Decline,Operating,Forrestania Nickel / Western Areas,119.677774,-32.478151000000004,Ni Co,Steel alloy metal,NICKEL,"KONDININ, SHIRE OF",YILGARN M.F.,Youanmi Terrane
S0224627,J01407,Flinders - Christmas Creek,Openpit,Operating,East Pilbara Iron Ore / FMG,119.720226,-22.37121,Fe,Iron,IRON ORE,"EAST PILBARA, SHIRE OF",NULLAGINE,Hamersley Basin
S0224628,J01407,Mokare - Christmas Creek,Openpit,Operating,East Pilbara Iron Ore / FMG,119.76393999999999,-22.363306,Fe,Iron,IRON ORE,"EAST PILBARA, SHIRE OF",NULLAGINE,Hamersley Basin
S0224650,J00623,Mt Newman Orebody 18 East - Shovelanna Hill,Openpit,Operating,Newman / BHPB,120.057303,-23.320586,Fe,Iron,IRON ORE,"EAST PILBARA, SHIRE OF",PEAK HILL M.F.,Hamersley Basin
S0224652,J00623,Mt Newman Orebody 25 - Pit 4,Openpit,Operating,Newman / BHPB,119.78435800000001,-23.332051,Fe,Iron,IRON ORE,"EAST PILBARA, SHIRE OF",PEAK HILL M.F.,Hamersley Basin
S0224676,J00019,Navajo-Chief,Openpit,Operating,Binduli,121.39119,-30.823813,Au Ag,Precious metal,GOLD,"KALGOORLIE-BOULDER, CITY OF",EAST COOLGARDIE,Eastern Goldfields Superterrane
S0224705,J01287,Bentley Boxcut,Decline,Operating,Teutonic Bore - Jaguar,121.158546,-28.478071000000003,Zn Cu Ag Pb,Base metal,COPPER - LEAD - ZINC,"LEONORA, SHIRE OF",MT. MALCOLM,Eastern Goldfields Superterrane
S0224710,J00559,Deception / Cliffs,Openpit,Operating,Koolyanobbing Iron,119.28091599999999,-29.850399,Fe Hem,Iron,IRON ORE,"MENZIES, SHIRE OF",YILGARN M.F.,Youanmi Terrane
S0224716,J00181,Moonlight 58,Openpit,Operating,Kanowna - Golden Valley,121.60859099999999,-30.582426,Au,Precious metal,GOLD,"KALGOORLIE-BOULDER, CITY OF",KANOWNA,Eastern Goldfields Superterrane
S0224836,J03644,North Star magnetite (Stage 2),Openpit,Under Development,Iron Bridge,119.05358799999999,-21.250187,Fe Mag,Iron,IRON ORE,"EAST PILBARA, SHIRE OF",MARBLE BAR,Sulphur Springs Large Igneous Province
S0224896,J03263,Conductor 5,Decline,Under Development,DeGrussa - Monty,119.334778,-25.54084,Cu Au Ag,Base metal,COPPER - LEAD - ZINC,"MEEKATHARRA, SHIRE OF",PEAK HILL M.F.,Bryah Basin
S0224999,J00009,Tooheys Well,Openpit,Operating,Duketon / Regis Resources,122.368122,-27.939959,Au Ag,Precious metal,GOLD,"LAVERTON, SHIRE OF",MT. MARGARET,Burtville Terrane
S0225139,J00017,Fender 700,Openpit,Operating,Cue Gold - Central Murchison,117.639568,-27.34181,Au Ag,Precious metal,GOLD,"CUE, SHIRE OF",CUE,Youanmi Terrane
S0225180,J00009,Moolart Well - Central Laterite,Openpit,Operating,Duketon / Regis Resources,122.34629199999999,-27.602195000000002,Au Ag,Precious metal,GOLD,"LAVERTON, SHIRE OF",MT. MARGARET,Burtville Terrane
S0225287,J01726,Gateway Portal,Decline,Operating,Jundee - Nimary,120.589064,-26.381403999999996,Au Ag,Precious metal,GOLD,"WILUNA, SHIRE OF",WILUNA,Eastern Goldfields Superterrane
S0225288,J01726,Gateway Underground,Decline,Operating,Jundee - Nimary,120.59346699999999,-26.385807,Au Ag,Precious metal,GOLD,"WILUNA, SHIRE OF",WILUNA,Eastern Goldfields Superterrane
S0225404,J00733,Yanneri Ridge East,Openpit,Operating,Butcherbird - Yanneri Ridge,119.70545800000001,-24.408907,Mn MnOre,Steel alloy metal,MANGANESE ORE,"MEEKATHARRA, SHIRE OF",PEAK HILL M.F.,Collier Basin
S0225517,J00559,The Claw,Openpit,Operating,Koolyanobbing Iron,119.26768999999999,-29.857519,Fe,Iron,IRON ORE,"MENZIES, SHIRE OF",YILGARN M.F.,Youanmi Terrane
S0225706,J00573,Wheelarra 3 West,Openpit,Operating,Jimblebar-Wheelarra-Hashimoto / BHPB,120.106096,-23.373013,Fe,Iron,IRON ORE,"EAST PILBARA, SHIRE OF",PEAK HILL M.F.,Hamersley Basin
S0225749,J03263,DeGrussa Underground,Decline,Operating,DeGrussa - Monty,119.328128,-25.54063,Cu Au Ag Zn Pd,Base metal,COPPER - LEAD - ZINC,"MEEKATHARRA, SHIRE OF",PEAK HILL M.F.,Bryah Basin
S0225753,J01407,Cocos - Cloud Break,Openpit,Operating,East Pilbara Iron Ore / FMG,119.501622,-22.343763,Fe,Iron,IRON ORE,"EAST PILBARA, SHIRE OF",NULLAGINE,Hamersley Basin
S0225754,J01407,Long - Cloud Break,Openpit,Operating,East Pilbara Iron Ore / FMG,119.46295400000001,-22.343211,Fe,Iron,IRON ORE,"EAST PILBARA, SHIRE OF",NULLAGINE,Hamersley Basin
S0225755,J01407,Baudin,Openpit,Operating,East Pilbara Iron Ore / FMG,119.862692,-22.380857000000002,Fe,Iron,IRON ORE,"EAST PILBARA, SHIRE OF",NULLAGINE,Hamersley Basin
S0225908,J03263,Monty Underground,Decline,Operating,DeGrussa - Monty,119.42993600000001,-25.550321,Cu Au Ag,Base metal,COPPER - LEAD - ZINC,"MEEKATHARRA, SHIRE OF",PEAK HILL M.F.,Bryah Basin
S0226006,J00017,Jims Find,Openpit,Operating,Cue Gold - Central Murchison,117.804395,-27.330648999999998,Au Ag,Precious metal,GOLD,"CUE, SHIRE OF",CUE,Youanmi Terrane
S0226035,J05577,Lord Byron Northwest,Openpit,Operating,Jasper Hills ,123.041614,-29.128452000000003,Au Ag,Precious metal,GOLD,"MENZIES, SHIRE OF",MT. MORGANS,Burtville Terrane
S0226036,J04137,Cue Victory Battery Sands,Tailings storage facility,Operating,Cue Victory / Cue Consolidated,117.911778,-27.410785999999998,Au Ag,Precious metal,GOLD,"CUE, SHIRE OF",CUE,Youanmi Terrane
S0226063,J00017,Fatts,Decline,Under Development,Cue Gold - Central Murchison,118.506607,-26.610688,Au Ag,Precious metal,GOLD,"MEEKATHARRA, SHIRE OF",MEEKATHARRA,Youanmi Terrane
S0226096,J02723,Havana South,Openpit,Operating,Tropicana,124.53612,-29.271361,Au Ag,Precious metal,GOLD,"MENZIES, SHIRE OF",MT. MORGANS,Tropicana Zone
S0229604,J04253,Cammi's Creek,Openpit,Operating,Jaurdi - Cammi's Creek,120.93938700000001,-30.730698999999998,Au Ag,Precious metal,GOLD,"COOLGARDIE, SHIRE OF",KUNANALLING,Yilgarn Craton granites
S0229634,J04167,Nova - Bollinger Underground,Decline,Operating,Nova-Bollinger,123.19241299999999,-31.819886,Ni Cu Co,Steel alloy metal,NICKEL,"DUNDAS, SHIRE OF",KURNALPI,Fraser Zone
S0229741,J02247,Odysseus South,Decline,Under Development,Cosmos,120.575875,-27.596973,Ni Cu Co Pt Pd,Steel alloy metal,NICKEL,"LEONORA, SHIRE OF",LAWLERS,Yilgarn Craton
S0229742,J02247,Odysseus North,Decline,Under Development,Cosmos,120.575875,-27.596973,Ni Cu Co Pt Pd,Steel alloy metal,NICKEL,"LEONORA, SHIRE OF",LAWLERS,Yilgarn Craton
S0229754,J02628,Long Underground,Decline,Operating,Kambalda / Mincor,121.683531,-31.18112,Ni Cu,Steel alloy metal,NICKEL,"KALGOORLIE-BOULDER, CITY OF",EAST COOLGARDIE,Eastern Goldfields Superterrane
S0229858,J00338,Telfer West Dome Main,Openpit,Operating,Telfer / Newcrest,122.185071,-21.720133999999998,Au,Precious metal,GOLD,"EAST PILBARA, SHIRE OF",MARBLE BAR,Yeneena Basin
S0230026,J04664,Enterprise West - Paddington,Openpit,Operating,Ora Banda / Norton,121.07983600000001,-30.374883,Au Ag,Precious metal,GOLD,"KALGOORLIE-BOULDER, CITY OF",BROAD ARROW M.F.,Eastern Goldfields Superterrane
S0230111,J04167,Bollinger - Fraser Range Underground,Decline,Operating,Nova-Bollinger,123.19438600000001,-31.819888,Ni Cu Co,Steel alloy metal,NICKEL,"DUNDAS, SHIRE OF",KURNALPI,Fraser Zone
S0230299,J01407,Young,Openpit,Operating,East Pilbara Iron Ore / FMG,119.803081,-22.39782,Fe Mn,Iron,IRON ORE,"EAST PILBARA, SHIRE OF",NULLAGINE,Hamersley Basin
S0230357,J00440,Venus - Leinster,Decline,Operating,Leinster,120.705816,-27.813744,Ni,Steel alloy metal,NICKEL,"LEONORA, SHIRE OF",LAWLERS,Eastern Goldfields Superterrane
S0230393,J00685,Hope Downs 1 North West,Openpit,Operating,Hope Downs Joint Venture,119.09979299999999,-22.951863,Fe,Iron,IRON ORE,"EAST PILBARA, SHIRE OF",WEST PILBARA M.F.,Hamersley Basin
S0230394,J00685,Hope Downs 1 North East 3,Openpit,Operating,Hope Downs Joint Venture,119.137386,-22.953708,Fe,Iron,IRON ORE,"EAST PILBARA, SHIRE OF",WEST PILBARA M.F.,Hamersley Basin
S0230398,J00706,West Angelas Deposit A - Centre Pit South,Openpit,Operating,West Angelas,118.77569299999999,-23.190224,Fe,Iron,IRON ORE,"EAST PILBARA, SHIRE OF",WEST PILBARA M.F.,Hamersley Basin
S0230405,J03928,Tom Price Section 6 South,Openpit,Operating,Tom Price / Rio Tinto,117.744875,-22.780179999999998,Fe,Iron,IRON ORE,"ASHBURTON, SHIRE OF",WEST PILBARA M.F.,Hamersley Basin
S0230406,J03928,Tom Price Section 7 Central 2,Openpit,Operating,Tom Price / Rio Tinto,117.718501,-22.767716,Fe,Iron,IRON ORE,"ASHBURTON, SHIRE OF",WEST PILBARA M.F.,Hamersley Basin
S0230408,J03929,Marandoo Tail Extension Pit,Openpit,Operating,Marandoo / Rio Tinto,118.17291200000001,-22.661082,Fe,Iron,IRON ORE,"ASHBURTON, SHIRE OF",WEST PILBARA M.F.,Hamersley Basin
S0230415,J04392,Miralga East-Comet Pit,Openpit,Operating,Miralga Creek,119.424783,-20.972158,Fe,Iron,IRON ORE,"EAST PILBARA, SHIRE OF",MARBLE BAR,Gorge Creek Basin
S0230416,J03931,Brockman 4 - Pit 3 West,Openpit,Operating,Brockman 4 Area / Rio Tinto,117.20033899999999,-22.600088,Fe,Iron,IRON ORE,"ASHBURTON, SHIRE OF",WEST PILBARA M.F.,Hamersley Basin
S0230417,J03931,Brockman 4 - Pit 2 Final,Openpit,Operating,Brockman 4 Area / Rio Tinto,117.168049,-22.61351,Fe,Iron,IRON ORE,"ASHBURTON, SHIRE OF",WEST PILBARA M.F.,Hamersley Basin
S0230507,J00725,Vespa,Openpit,Operating,Woodie Woodie (Mining Corridor) / ConsMin,121.246725,-21.659567000000003,Mn,Steel alloy metal,MANGANESE ORE,"EAST PILBARA, SHIRE OF",MARBLE BAR,Carawine Sub-basin
S0230566,J00725,Topvar,Openpit,Operating,Woodie Woodie (Mining Corridor) / ConsMin,121.23236499999999,-21.601489,Mn,Steel alloy metal,MANGANESE ORE,"EAST PILBARA, SHIRE OF",MARBLE BAR,Wells Sub-basin
S0230572,J03682,Iron Valley Stage 2 / Pit N,Openpit,Operating,Iron Valley,119.31733999999999,-22.719704999999998,Fe,Iron,IRON ORE,"EAST PILBARA, SHIRE OF",WEST PILBARA M.F.,Hamersley Basin
S0230607,J00178,Neptune / St Ives,Openpit,Operating,Kambalda - St Ives,121.74552,-31.300016999999997,Au Ag,Precious metal,GOLD,"COOLGARDIE, SHIRE OF",COOLGARDIE,Eastern Goldfields Superterrane
S0230898,J04673,Gruyere,Openpit,Operating,Yamarna - Gruyere JV,123.84521299999999,-27.98443,Au Ag,Precious metal,GOLD,"LAVERTON, SHIRE OF",MT. MARGARET,Yamarna Terrane
S0230957,J02851,Crown Jewel - Boorara,Openpit,Operating,Boorara / Horizon,121.64191399999999,-30.803859999999997,Au Ag,Precious metal,GOLD,"KALGOORLIE-BOULDER, CITY OF",EAST COOLGARDIE,Eastern Goldfields Superterrane
S0231031,J03673,Runway North,Openpit,Operating,Sanjiv Ridge,119.679253,-21.420504,Fe,Iron,IRON ORE,"EAST PILBARA, SHIRE OF",MARBLE BAR,Gorge Creek Basin
S0231032,J03673,Shark Gully / Atlas,Openpit,Operating,Sanjiv Ridge,119.669611,-21.450806,Fe,Iron,IRON ORE,"EAST PILBARA, SHIRE OF",MARBLE BAR,Gorge Creek Basin
S0231120,J00480,Murrin East (PAE Production),Openpit,Operating,Murrin Murrin / Minara,122.176121,-29.073484000000004,Ni Co,Steel alloy metal,NICKEL,"LEONORA, SHIRE OF",MT. MORGANS,Eastern Goldfields Superterrane
S0231209,J00444,Bald Hill Central Pit,Openpit,Operating,Bald Hill,122.176351,-31.51935,Li Ta,Speciality metal,TIN - TANTALUM - LITHIUM,"COOLGARDIE, SHIRE OF",COOLGARDIE,Eastern Goldfields Superterrane
S0231429,J00178,Invincible - St Ives,Openpit,Operating,Kambalda - St Ives,121.670718,-31.279914,Au Ag,Precious metal,GOLD,"COOLGARDIE, SHIRE OF",COOLGARDIE,Eastern Goldfields Superterrane
S0231590,J04242,Vivien Underground,Decline,Operating,Vivien,120.568526,-27.976825,Au Ag,Precious metal,GOLD,"LEONORA, SHIRE OF",LAWLERS,Eastern Goldfields Superterrane
S0231635,J00609,Turner Syncline B1 Satellite,Openpit,Operating,Turner Syncline West,117.47246299999999,-22.67876,Fe,Iron,IRON ORE,"ASHBURTON, SHIRE OF",WEST PILBARA M.F.,Hamersley Basin
S0231666,J04137,Salisbury,Openpit,Operating,Cue Victory / Cue Consolidated,117.90297199999999,-27.396782,Au Ag,Precious metal,GOLD,"CUE, SHIRE OF",CUE,Youanmi Terrane
S0231765,J00656,Savannah North,Decline,Operating,Savannah Nickel,128.017007,-17.338410999999997,Ni Cu Co,Steel alloy metal,NICKEL,"HALLS CREEK, SHIRE OF",KIMBERLEY M.F.,"Lamboo Province, Central Zone"
S0231766,J02241,Karari Underground Main and Exploration Declines,Decline,Operating,Carosue Dam - Khartoum,122.35923400000001,-30.159173,Au Ag,Precious metal,GOLD,"KALGOORLIE-BOULDER, CITY OF",KURNALPI,Eastern Goldfields Superterrane
S0232023,J04167,Nova-Bollinger Boxcut,Decline,Operating,Nova-Bollinger,123.174503,-31.812592,Ni Cu Co,Steel alloy metal,NICKEL,"DUNDAS, SHIRE OF",KURNALPI,Fraser Zone
S0232049,J00256,Heffernans Syenite,Openpit,Operating,Mt Morgans,122.21812299999999,-28.816153999999997,Au Ag,Precious metal,GOLD,"LAVERTON, SHIRE OF",MT. MORGANS,Eastern Goldfields Superterrane
S0232079,J01508,Nicolsons Find Underground,Decline,Operating,Halls Creek - Lamboo Gold,127.356959,-18.409426,Au Ag,Precious metal,GOLD,"HALLS CREEK, SHIRE OF",KIMBERLEY M.F.,"Lamboo Province, Central Zone"
S0232120,J03313,North Marra Mamba West,Openpit,Operating,Wonmunna Iron,119.048777,-23.122646,Fe,Iron,IRON ORE,"EAST PILBARA, SHIRE OF",WEST PILBARA M.F.,South Pilbara Sub-basin
S0232136,J00358,Millennium,Decline,Operating,Kundana - White Flag,121.23781299999999,-30.707879,Au Ag,Precious metal,GOLD,"COOLGARDIE, SHIRE OF",KUNANALLING,Eastern Goldfields Superterrane
S0232283,J04154,Baloo,Openpit,Operating,Polar Bear Gold,121.866932,-31.801927000000003,Au Ag,Precious metal,GOLD,"COOLGARDIE, SHIRE OF",COOLGARDIE,Eastern Goldfields Superterrane
S0232453,J02241,Whirling Dervish Underground,Decline,Operating,Carosue Dam - Khartoum,122.35773200000001,-30.141996999999996,Au Ag,Precious metal,GOLD,"MENZIES, SHIRE OF",YERILLA,Eastern Goldfields Superterrane
S0232461,J04020,Deep South - South Laverton Underground,Decline,Operating,Deep South - Safari Bore,122.54856299999999,-29.545809999999996,Au Ag,Precious metal,GOLD,"MENZIES, SHIRE OF",MT. MORGANS,Eastern Goldfields Superterrane
S0232472,J00559,Koolyanobbing F1,Openpit,Operating,Koolyanobbing Iron,119.604352,-30.869791999999997,Fe,Iron,IRON ORE,"YILGARN, SHIRE OF",YILGARN M.F.,Youanmi Terrane
S0232679,J04602,Corinthia Decline / Corinthian,Decline,Operating,Corinthia / Corinthian Mining,119.219675,-31.121409999999997,Au Ag,Precious metal,GOLD,"YILGARN, SHIRE OF",YILGARN M.F.,Youanmi Terrane
S0232751,J02013,Gilbeys South,Openpit,Operating,Dalgaranga - Gilbeys,117.25726999999999,-27.852407,Au Ag,Precious metal,GOLD,"MOUNT MAGNET, SHIRE OF",YALGOO M.F.,Youanmi Terrane
S0232834,J00753,Red Hill Creek West,Openpit,Under Development,West Pilbara - Red Hill / API,116.29281599999999,-22.077104000000002,Fe,Iron,IRON ORE,"ASHBURTON, SHIRE OF",ASHBURTON M.F.,Hamersley Basin
S0232873,J00559,Windarling W7 New,Openpit,Operating,Koolyanobbing Iron,119.245668,-30.006664,Fe,Iron,IRON ORE,"YILGARN, SHIRE OF",YILGARN M.F.,Youanmi Terrane
S0233083,J02889,Bravo - Roy Hill,Openpit,Operating,Roy Hill Iron Ore,119.92582900000001,-22.470314000000002,Fe,Iron,IRON ORE,"EAST PILBARA, SHIRE OF",NULLAGINE,Hamersley Basin
S0233084,J02889,Zulu - Roy Hill,Openpit,Operating,Roy Hill Iron Ore,119.896004,-22.443007,Fe,Iron,IRON ORE,"EAST PILBARA, SHIRE OF",NULLAGINE,Hamersley Basin
S0233202,J00009,Coopers,Openpit,Operating,Duketon / Regis Resources,122.34046799999999,-27.712101,Au Ag,Precious metal,GOLD,"LAVERTON, SHIRE OF",MT. MARGARET,Burtville Terrane
S0233295,J00685,Baby Hope Central,Openpit,Operating,Hope Downs Joint Venture,119.05893400000001,-23.016613,Fe,Iron,IRON ORE,"EAST PILBARA, SHIRE OF",WEST PILBARA M.F.,Hamersley Basin
S0233296,J00685,Baby Hope East,Openpit,Operating,Hope Downs Joint Venture,119.08741699999999,-23.013262,Fe,Iron,IRON ORE,"EAST PILBARA, SHIRE OF",WEST PILBARA M.F.,Hamersley Basin
S0233297,J00685,Baby Hope West,Openpit,Operating,Hope Downs Joint Venture,119.039133,-23.017222,Fe,Iron,IRON ORE,"EAST PILBARA, SHIRE OF",WEST PILBARA M.F.,Hamersley Basin
S0233303,J04512,Central - Far East,Openpit,Operating,Pilgangoora / Pilbara Minerals,118.90523,-21.05635,Li Ta,Speciality metal,TIN - TANTALUM - LITHIUM,"EAST PILBARA, SHIRE OF",MARBLE BAR,Kelly Large Igneous Province
S0233583,J00292,Tuart Underground Mine,Decline,Operating,Paddington - Mt Pleasant,121.224418,-30.527590999999997,Au Ag,Precious metal,GOLD,"KALGOORLIE-BOULDER, CITY OF",BROAD ARROW M.F.,Eastern Goldfields Superterrane
S0233701,J00009,Gloster,Openpit,Operating,Duketon / Regis Resources,122.074906,-27.564545000000003,Au Ag,Precious metal,GOLD,"LAVERTON, SHIRE OF",MT. MARGARET,Eastern Goldfields Superterrane
S0233751,J00186,King of the Hills,Openpit,Operating,Tarmoola - King of the Hills,121.165902,-28.663594,Au Ag,Precious metal,GOLD,"LEONORA, SHIRE OF",MT. MALCOLM,Eastern Goldfields Superterrane
S0233804,J00417,Plutonic Underground,Decline,Operating,Plutonic Gold,119.446427,-25.318215,Au Ag,Precious metal,GOLD,"MEEKATHARRA, SHIRE OF",PEAK HILL M.F.,Eastern Goldfields Superterrane
S0233907,J00559,Windarling W10,Openpit,Operating,Koolyanobbing Iron,119.259221,-30.011667,Fe,Iron,IRON ORE,"YILGARN, SHIRE OF",YILGARN M.F.,Youanmi Terrane
S0233932,J01073,Tampia North,Openpit,Operating,Tampia,118.451651,-32.161676,Au Ag,Precious metal,GOLD,"NAREMBEEN, SHIRE OF",SOUTH WEST M.F.,Yilgarn Craton granites
S0233969,J02889,Echo - Roy Hill,Openpit,Operating,Roy Hill Iron Ore,119.959538,-22.494660999999997,Fe,Iron,IRON ORE,"EAST PILBARA, SHIRE OF",NULLAGINE,Hamersley Basin
S0233970,J02889,Golf - Roy Hill,Openpit,Operating,Roy Hill Iron Ore,119.984053,-22.517948999999998,Fe,Iron,IRON ORE,"EAST PILBARA, SHIRE OF",NULLAGINE,Hamersley Basin
S0234014,J00009,Erlistoun,Openpit,Operating,Duketon / Regis Resources,122.33803200000001,-27.972801,Au Ag,Precious metal,GOLD,"LAVERTON, SHIRE OF",MT. MARGARET,Burtville Terrane
S0234095,J04872,Earl Grey Lithium Mine Pit,Openpit,Operating,Mt Holland Lithium / Wesfarmers & SQM,119.747955,-32.092642,Li,Speciality metal,TIN - TANTALUM - LITHIUM,"YILGARN, SHIRE OF",YILGARN M.F.,Youanmi Terrane
S0234177,J00178,Delta Island South,Openpit,Operating,Kambalda - St Ives,121.72293300000001,-31.293577000000003,Au Ag,Precious metal,GOLD,"COOLGARDIE, SHIRE OF",COOLGARDIE,Eastern Goldfields Superterrane
S0234229,J01519,Geko,Openpit,Operating,Bullabulling North,120.90184599999999,-30.862375,Au Ag,Precious metal,GOLD,"COOLGARDIE, SHIRE OF",COOLGARDIE,Eastern Goldfields Superterrane
S0234331,J04930,Beta Hunt Underground Gold,Decline,Operating,Kambalda Gold / RNC,121.68994199999999,-31.242538,Au Ag Ni,Precious metal,GOLD,"COOLGARDIE, SHIRE OF",COOLGARDIE,Eastern Goldfields Superterrane
S0234347,J03820,Pilgangoora (C1 E1 N1 S1),Openpit,Operating,Altura Lithium Project / Pilgangoora ,118.90166,-21.072835,Li Ta,Speciality metal,TIN - TANTALUM - LITHIUM,"EAST PILBARA, SHIRE OF",MARBLE BAR,Soanesville Basin
S0234349,J00256,Ganymede,Openpit,Operating,Mt Morgans,122.215226,-28.819435,Au Ag,Precious metal,GOLD,"LAVERTON, SHIRE OF",MT. MORGANS,Eastern Goldfields Superterrane
S0234463,J00178,Invincible North,Openpit,Under Development,Kambalda - St Ives,121.662842,-31.272609999999997,Au Ag,Precious metal,GOLD,"COOLGARDIE, SHIRE OF",COOLGARDIE,Yilgarn Craton
S0234466,J00178,Invincible Underground,Decline,Operating,Kambalda - St Ives,121.673399,-31.283042,Au Ag,Precious metal,GOLD,"COOLGARDIE, SHIRE OF",COOLGARDIE,Eastern Goldfields Superterrane
S0234476,J00147,Deflector Underground,Decline,Operating,Deflector,116.37944099999999,-28.668992,Au Cu Ag,Precious metal,GOLD,"YALGOO, SHIRE OF",YALGOO M.F.,Youanmi Terrane
S0234492,J00017,Coventry,Openpit,Operating,Cue Gold - Central Murchison,117.801546,-27.33786,Au Ag,Precious metal,GOLD,"CUE, SHIRE OF",CUE,Youanmi Terrane
S0234537,J01407,Cloudbreak - Abrolhos,Openpit,Operating,East Pilbara Iron Ore / FMG,119.323753,-22.268512,Fe,Iron,IRON ORE,"ASHBURTON, SHIRE OF",MARBLE BAR,Hamersley Basin
S0234538,J00292,Porphyry West 1,Openpit,Operating,Paddington - Mt Pleasant,121.01779599999999,-30.491992,Au Ag,Precious metal,GOLD,"COOLGARDIE, SHIRE OF",KUNANALLING,Eastern Goldfields Superterrane
S0234755,J03436,Eliwana Westside,Openpit,Operating,Western Hub / FMG,116.868871,-22.492957999999998,Fe,Iron,IRON ORE,"ASHBURTON, SHIRE OF",WEST PILBARA M.F.,Hamersley Basin
S0234796,J04143,Grants Hill,Openpit,Operating,Beatons Creek JV,120.095102,-21.87955,Au Ag,Precious metal,GOLD,"EAST PILBARA, SHIRE OF",NULLAGINE,Northeast Pilbara Sub-basin
S0234904,J04253,Lost Dog,Openpit,Operating,Jaurdi - Cammi's Creek,120.949716,-30.730951,Au Ag,Precious metal,GOLD,"COOLGARDIE, SHIRE OF",KUNANALLING,Yilgarn Craton granites
S0234928,J03673,Runway South,Openpit,Operating,Sanjiv Ridge,119.67979299999999,-21.423504,Fe,Iron,IRON ORE,"EAST PILBARA, SHIRE OF",MARBLE BAR,Gorge Creek Basin
S0234948,J02013,Sly Fox,Openpit,Operating,Dalgaranga - Gilbeys,117.264955,-27.854190000000003,Au Ag,Precious metal,GOLD,"MOUNT MAGNET, SHIRE OF",YALGOO M.F.,Youanmi Terrane
S0235123,J00576,MAC - Deposit F West,Openpit,Operating,Mining Area C,118.84763899999999,-22.941503,Fe,Iron,IRON ORE,"EAST PILBARA, SHIRE OF",WEST PILBARA M.F.,Hamersley Basin
S0235124,J00576,MAC - Deposit E West Pit,Openpit,Operating,Mining Area C,118.87589399999999,-22.933634,Fe,Iron,IRON ORE,"EAST PILBARA, SHIRE OF",WEST PILBARA M.F.,Hamersley Basin
S0235993,J02889,Sierra - Roy Hill,Openpit,Operating,Roy Hill Iron Ore,120.01151999999999,-22.557215,Fe,Iron,IRON ORE,"EAST PILBARA, SHIRE OF",NULLAGINE,Hamersley Basin
S0236189,J02419,Thunderbox Underground,Decline,Operating,Thunderbox Gold,121.00728500000001,-28.196004,Au Ag,Precious metal,GOLD,"LEONORA, SHIRE OF",LAWLERS,Eastern Goldfields Superterrane
S0236214,J01646,Frederick West,Openpit,Under Development,Solomon - Greater Solomon,117.87746000000001,-22.227412,Fe,Iron,IRON ORE,"ASHBURTON, SHIRE OF",WEST PILBARA M.F.,Hamersley Basin
S0236215,J01646,Frederick East,Openpit,Under Development,Solomon - Greater Solomon,117.894904,-22.227627,Fe,Iron,IRON ORE,"ASHBURTON, SHIRE OF",WEST PILBARA M.F.,Hamersley Basin
S0236281,J02285,Mt Marion North Pit 6,Openpit,Operating,Mt Marion Lithium,121.460075,-31.077409000000003,Li Ta Mica Spd,Speciality metal,TIN - TANTALUM - LITHIUM,"COOLGARDIE, SHIRE OF",COOLGARDIE,Eastern Goldfields Superterrane
S0236326,J01508,Wagtail North Underground,Decline,Operating,Halls Creek - Lamboo Gold,127.353669,-18.421151000000002,Au Ag,Precious metal,GOLD,"HALLS CREEK, SHIRE OF",KIMBERLEY M.F.,Sally Downs Supersuite
